抓取時間,搜尋結果第幾頁,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,額外資訊2,目前價格,原始價格,是否含車位價格
2025_10_16 23_38_52,8,附中皇翔日出大地,台北市文山區政大二街,華廈,16.9年,建坪65.79,主+陽40.42,2/5樓,4房(室)2廳2衛(含加蓋1房(室)--廳--衛), 皇翔建設24H管理坡平車位 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運Y1A站(施工中),"4,268","4,268",含車位價250萬元
2025_10_16 23_38_52,8,政大翡翠庭院右,台北市文山區秀明路二段,住宅大樓,28.4年,建坪49.18,主+陽33.37,1/19樓,4房(室)--廳1衛, 鄰近政治大學交通機能便利 ,永慶房屋有天然瓦斯房間都有窗近捷運Y1A站(施工中)近捷運Y2A站(施工中),"2,880","2,980萬",含車位價
2025_10_16 23_38_52,8,古亭捷運住辦首選,台北市中正區和平西路一段,華廈,47.5年,建坪23.22,主+陽23.22,2/7樓,1房(室)2廳1衛(含加蓋1房(室)--廳--衛), 近捷運站 正面大馬路 景觀好 ,永慶房屋有天然瓦斯房間都有窗近捷運古亭站,"2,280","2,280",無
2025_10_16 23_38_52,8,日升月恆景觀戶,台北市南港區經貿二路,住宅大樓,10.9年,建坪99.70,主+陽55.81,14/21樓,3房(室)2廳3衛, 南港經貿園區景觀宅視野最好 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運南港軟體園區站近捷運SB11站(施工中),"10,988","10,988",含車位價
2025_10_16 23_38_58,9,近萬芳捷運大公寓,台北市文山區辛亥路五段,公寓,40.3年,建坪56.02,主+陽56.02,4/5樓,4房(室)2廳2衛, 近捷運站、中國科大 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運萬芳醫院站近捷運辛亥站,"2,998","2,998",無
2025_10_16 23_38_58,9,近萬芳捷運大公寓,台北市文山區辛亥路五段,公寓,40.3年,建坪56.02,主+陽56.02,4/5樓,4房(室)2廳2衛, 近捷運站、中國科大 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運萬芳醫院站近捷運辛亥站,"2,998","2,998",無
2025_10_16 23_38_58,9,興隆全聯車庫一樓,台北市文山區福興路,公寓,46.5年,建坪30.97,主+平28.65,1/4樓,3房(室)2廳3衛(含加蓋--房(室)--廳1衛), 走路一分鐘到全聯，靜巷大車庫 ,永慶房屋有天然瓦斯近捷運辛亥站,"2,488","2,600萬",無
2025_10_16 23_38_58,9,新生金華青田寓邸,台北市大安區青田街,公寓,56.3年,建坪40.86,主40.86,4/4樓,5房(室)2廳2衛(含加蓋1房(室)--廳--衛)," 優質學區,指名度高的青田街住家 ",永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運東門站,"3,980","4,500萬",無
2025_10_16 23_38_58,9,華固鋼骨明水御,台北市中山區明水路,住宅大樓,18.0年,建坪98.43,主+陽50.70,8/11樓,3房(室)2廳2衛, 華固鋼骨名宅永安明星學區 ,永慶房屋廁所有窗近捷運Y30站(施工中)近捷運大直站,"11,968","11,968",含車位價700萬元
2025_10_16 23_38_58,9,萬隆靜巷方正公寓,台北市文山區萬隆街,公寓,52.3年,建坪31.18,主31.18,4/4樓,4房(室)2廳1衛, 近萬隆捷運站靜巷單純格局方正 ,永慶房屋廁所有窗近捷運萬隆站,"2,080","2,080",無
2025_10_16 23_38_58,9,復興興安朝南三房,台北市松山區復興北路,住宅大樓,40.4年,建坪31.44,主+陽24.81,7/14樓,3房(室)2廳2衛, 大陸工程高樓專人管理 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運SB04站(規劃中)近捷運南京復興站,"3,158","3,368萬",無
2025_10_16 23_38_58,9,景興採光整層公寓,台北市文山區興隆路一段,公寓,51.5年,建坪52.50,主52.50,4/4樓,6房(室)3廳3衛(含加蓋1房(室)--廳1衛), 大坪數、家人可就近照顧 ,永慶房屋新上廁所有窗有天然瓦斯房間都有窗近捷運萬隆站近捷運景美站,"3,480","3,480",無
2025_10_16 23_38_58,9,金華大安賦寓3B,台北市大安區羅斯福路三段,住宅大樓,0.6年,建坪14.93,主+陽9.70,3/15樓,1房(室)1廳1衛, 全新成屋，全天管理，挑高舒適。 ,永慶房屋新上有天然瓦斯房間都有窗近捷運台電大樓站近捷運古亭站,"2,300","2,300",無
2025_10_16 23_38_58,9,士林竣A2,台北市士林區,住宅大樓,#NAME?,建坪46.50,主+陽26.71,6/11樓,3房(室)2廳2衛, 捷運走路即可抵達 ,永慶房屋房間都有窗近捷運士林站近捷運Y26站(施工中),"5,558","5,558",含車位價
2025_10_16 23_38_58,9,士林竣A2,台北市士林區,住宅大樓,#NAME?,建坪46.50,主+陽26.71,5/11樓,3房(室)2廳2衛, 捷運走路1分鐘 ,永慶房屋房間都有窗近捷運士林站近捷運Y26站(施工中),"5,500","5,500",含車位價
2025_10_16 23_38_58,9,渼士林3房坡車,台北市士林區中正路,住宅大樓,11.3年,建坪46.48,主+陽23.36,9/15樓,3房(室)2廳2衛, 指標社區 附近機能佳 ,永慶房屋有天然瓦斯近捷運Y24站(施工中)近捷運L004站(規劃中),"3,340","3,340",含車位價250萬元
2025_10_16 23_38_58,9,景美捷運電梯三房,台北市文山區木柵路一段,華廈,42.6年,建坪37.59,主+陽31.54,9/10樓,3房(室)2廳2衛, 高樓層電梯三房 ,永慶房屋近捷運景美站近捷運大坪林站,"2,480","2,480",無
2025_10_16 23_38_58,9,富域雙主臥三房車,台北市北投區大興街,住宅大樓,0.8年,建坪94.84,主+陽44.87,5/27樓,3房(室)2廳3衛, 鄰近北投市場北投捷運機能便利 ,永慶房屋新上廁所有窗有天然瓦斯房間都有窗近捷運北投站近捷運奇岩站,"6,890","6,890",含車位價840萬元
2025_10_16 23_38_58,9,景興學區靜巷一樓,台北市文山區景華街,公寓,45.7年,建坪26.61,主+平26.61,1/5樓,5房(室)3廳2衛(含加蓋3房(室)2廳1衛), 一樓免爬樓梯 ,永慶房屋新上有天然瓦斯房間都有窗近捷運景美站,"2,098","2,380萬",無
2025_10_16 23_38_58,9,市場旁小資金店面,台北市北投區清江路,店面,23.6年,建坪30.19,主15.50,1/14樓,#NAME?, 北投市場人潮絡繹 ,永慶房屋出租中近捷運北投站近捷運新北投站,"1,980","2,388萬",含車位價
2025_10_16 23_38_58,9,巨蛋捷運管理辦公,台北市松山區南京東路四段,辦公商業大樓,42.5年,建坪15.72,主+陽12.09,2/12樓,--房(室)1廳1衛, 辦公 敦化國小介壽國中學區 ,永慶房屋近捷運台北小巨蛋站近捷運南京三民站,"1,558","1,558",無
2025_10_16 23_38_58,9,南京晴川方正小宅,台北市松山區南京東路五段,住宅大樓,8.1年,建坪15.80,主+陽10.00,5/12樓,1房(室)1廳1衛, 正一房一廳，格局方正，直接入住 ,永慶房屋新上有天然瓦斯房間都有窗近捷運南京三民站近捷運松山站,"1,660","1,660",無
2025_10_16 23_38_58,9,錦州首購小資置產,台北市中山區錦州街,華廈,47.6年,建坪16.34,主+陽13.41,5/7樓,1房(室)1廳1衛, 低總價，小套房，雙面採光 ,永慶房屋新上房間都有窗近捷運中山國小站近捷運行天宮站,"1,288","1,288",無
2025_10_16 23_38_58,9,奇岩雲端微光生活,台北市北投區中央南路二段,辦公商業大樓,10.1年,建坪15.84,主+陽9.98,4/19樓,1房(室)1廳1衛, 24小時管理優質大樓機能便捷 ,永慶房屋新上近捷運奇岩站近捷運L008站(規劃中),"1,128","1,168萬",無
2025_10_16 23_38_58,9,青木淳雙敦學區,台北市松山區南京東路四段,住宅大樓,16.9年,建坪8.65,主5.48,4/15樓,1房(室)1廳1衛, 雙敦學區24H管理屋齡約16年 ,永慶房屋新上房間都有窗近捷運台北小巨蛋站近捷運SB05站(規劃中),"1,588","1,588",無
2025_10_16 23_38_58,9,古亭一樓庭院首選,台北市中正區廈門街,公寓,49.7年,建坪34.73,主34.73,1/4樓,2房(室)3廳1衛(含加蓋--房(室)1廳--衛), 戶數單純 靜巷住宅 ,永慶房屋新上廁所有窗有天然瓦斯房間都有窗近捷運古亭站,"3,380","3,380",無
2025_10_16 23_38_58,9,北車商三角間公寓,台北市大同區長安西路,公寓,57.6年,建坪14.25,主14.25,4/4樓,2房(室)1廳1衛, 台北火車站中山捷運站未來雙子星 ,永慶房屋新上有天然瓦斯房間都有窗近捷運中山站,"1,680","1,680",無
2025_10_16 23_38_58,9,嘉醴美景面樹海,台北市內湖區金莊路,辦公商業大樓,13.8年,建坪58.42,主+陽28.06,4/11樓,2房(室)2廳2衛, 面社區中庭樹海綠意景觀 ,永慶房屋房間都有窗,"3,888","3,888",含車位價250萬元
2025_10_16 23_38_58,9,低總敦南實小金店,台北市大安區臥龍街,店面,53.3年,建坪11.34,主11.34,1/4樓,1房(室)2廳1衛(含加蓋1房(室)1廳1衛), 大安區黃金小店面 ,永慶房屋正面大馬路近捷運科技大樓站近捷運六張犁站,"2,380","2,480萬",無
2025_10_16 23_38_58,9,永春景觀辦公高樓,台北市信義區忠孝東路五段,辦公商業大樓,32.4年,建坪25.58,主+陽10.91,9/17樓,#NAME?, 燙金門牌、稀有三面採光 ,永慶房屋近捷運Y37站(施工中)近捷運永春站,"1,958","2,288萬",含車位價
2025_10_16 23_38_58,9,國泰名人公園一樓,台北市大安區忠孝東路三段,華廈,52.2年,建坪34.82,主34.82,1/7樓,4房(室)2廳2衛(含加蓋1房(室)--廳--衛), 永久棟距公園靜巷 ,永慶房屋新上有天然瓦斯近捷運忠孝復興站,"5,200","5,200",無
2025_10_16 23_38_58,9,芬第生活綠地兩房,台北市南港區向陽路,華廈,17.0年,建坪41.56,主+陽20.26,6/9樓,1房(室)2廳1衛, 充電樁邊間戶臥室衛浴皆開窗 ,永慶房屋有天然瓦斯房間都有窗,"3,198","3,550萬",含車位價
2025_10_16 23_38_58,9,VICTOR精品,台北市內湖區金莊路,辦公商業大樓,13.7年,建坪49.80,主+陽24.17,7/11樓,1房(室)2廳1.5衛, 音同[家裡]享受生活無限美好 ,永慶房屋新上,"2,780","2,780",含車位價
2025_10_16 23_38_58,9,松山頂佳置產首選,台北市松山區南京東路五段,公寓,43.3年,建坪26.52,主+陽26.52,5/5樓,7房(室)--廳3衛(含加蓋3房(室)--廳1衛), 邊間三面開窗 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運南京三民站,"2,150","2,380萬",無
2025_10_16 23_38_58,9,獨棟華廈樓中樓,台北市萬華區萬大路,華廈,22.9年,建坪53.23,主+陽31.67,6~7/7樓,4房(室)2廳2衛(含加蓋1房(室)--廳--衛), 一層一戶，近未來捷運加蚋站 ,永慶房屋有天然瓦斯房間都有窗近捷運加蚋站(施工中)近捷運廈安站(施工中),"3,980","4,180萬",含車位價
2025_10_16 23_39_02,10,松山頂佳置產首選,台北市松山區南京東路五段,公寓,43.3年,建坪26.52,主+陽26.52,5/5樓,7房(室)--廳3衛(含加蓋3房(室)--廳1衛), 邊間三面開窗 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運南京三民站,"2,150","2,380萬",無
2025_10_16 23_39_02,10,松山頂佳置產首選,台北市松山區南京東路五段,公寓,43.3年,建坪26.52,主+陽26.52,5/5樓,7房(室)--廳3衛(含加蓋3房(室)--廳1衛), 邊間三面開窗 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運南京三民站,"2,150","2,380萬",無
2025_10_16 23_39_02,10,獨棟華廈樓中樓,台北市萬華區萬大路,華廈,22.9年,建坪53.23,主+陽31.67,6~7/7樓,4房(室)2廳2衛(含加蓋1房(室)--廳--衛), 一層一戶，近未來捷運加蚋站 ,永慶房屋有天然瓦斯房間都有窗近捷運加蚋站(施工中)近捷運廈安站(施工中),"3,980","4,180萬",含車位價
2025_10_16 23_39_02,10,明日博極景美高樓,台北市大安區市民大道三段,住宅大樓,9.8年,建坪113.24,主+陽64.22,22/23樓,3房(室)2廳3衛, 高樓極景，俯瞰城市，稀有次高邸 ,永慶房屋有天然瓦斯房間都有窗近捷運忠孝新生站,"17,500","17,500",含車位價
2025_10_16 23_39_02,10,世貿101景住辦,台北市信義區基隆路二段,住宅大樓,45.4年,建坪40.58,主+陽34.18,12/12樓,4房(室)2廳2衛, 近世貿管理四房 ,永慶房屋有天然瓦斯房間都有窗近捷運台北101/世貿站近捷運信義安和站,"3,400","3,980萬",無
2025_10_16 23_39_02,10,大安高樓景觀辦公,台北市大安區復興南路一段,辦公商業大樓,1.8年,建坪45.16,主+陽23.69,13/15樓,--房(室)2廳2衛, 鄰近大安雙捷運站 ,永慶房屋房間都有窗近捷運大安站,"6,270","6,270",含車位價380萬元
2025_10_16 23_39_02,10,雙敦低總黑土公寓,台北市松山區八德路三段,公寓,54.8年,建坪22.96,主22.96,2/3樓,3房(室)2廳2衛, 雙敦化明星學區公寓2樓免爬高 ,永慶房屋新上廁所有窗有天然瓦斯近捷運忠孝敦化站近捷運台北小巨蛋站,"2,288","2,288",無
2025_10_16 23_39_02,10,最新降價天母靜好,台北市士林區中山北路六段,住宅大樓,3.5年,建坪26.09,主+陽15.98,8/14樓,2房(室)1廳2衛, 靜好高樓景觀戶 ,永慶房屋有天然瓦斯房間都有窗近捷運LR09站(規劃中)近捷運芝山站,"3,680","3,680",無
2025_10_16 23_39_02,10,極稀有綠色景觀宅,台北市士林區翠山街,公寓,49.8年,建坪31.38,主31.38,1/4樓,4房(室)2廳3衛(含加蓋--房(室)--廳1衛), 停車方便，客廳有景觀，公園第一 ,永慶房屋,"1,978","2,600萬",無
2025_10_16 23_39_02,10,龍門金華高樓四房,台北市大安區和平東路一段,住宅大樓,43.3年,建坪45.38,主+陽45.38,11/12樓,4房(室)2廳2衛, 雙龍金華學區格局方正低公設美宅 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運台電大樓站,"5,688","5,900萬",無
2025_10_16 23_39_02,10,敦北南京全新美宅,台北市松山區南京東路四段,住宅大樓,0.8年,建坪18.90,主+陽12.96,3/15樓,1房(室)1廳1衛, 介壽學區機能極佳 ,永慶房屋有天然瓦斯近捷運台北小巨蛋站近捷運SB05站(規劃中),"2,880","2,880",無
2025_10_16 23_39_02,10,特推松江南京辦公,台北市中山區松江路,辦公商業大樓,39.9年,建坪38.50,主+陽32.94,7/12樓,1房(室)3廳1衛, 雙捷運地點，機能便捷，三面採光 ,永慶房屋房間都有窗近捷運忠孝新生站,"3,580","3,580",無
2025_10_16 23_39_02,10,靜巷三樓美寓,台北市大同區太原路,公寓,41.7年,建坪26.83,主+陽26.84,3/5樓,3房(室)2廳1衛(含加蓋--房(室)1廳--衛), 稀有大空間三樓空間好規運用   ,永慶房屋廁所有窗有天然瓦斯近捷運中山站,"2,200","2,680萬",無
2025_10_16 23_39_02,10,採光魔術三房,台北市中山區林森北路,辦公商業大樓,9.3年,建坪18.29,主+陽7.68,6/7樓,3房(室)1廳1衛(含加蓋2房(室)--廳1衛), 次高樓層採光通風佳 ,永慶房屋廁所有窗有天然瓦斯近捷運松江南京站,"1,878","1,988萬",含車位價180萬元
2025_10_16 23_39_02,10,南港三鐵公寓三樓,台北市南港區研究院路二段,公寓,40.2年,建坪31.26,主+陽28.39,3/5樓,3房(室)2廳2衛, 中研公園旁，國泰格局，都有窗戶 ,永慶房屋有天然瓦斯房間都有窗近捷運南港站,"1,800","2,088萬",無
2025_10_16 23_39_02,10,璽朵瑞安雅緻華邸,台北市大安區瑞安街,華廈,10.4年,建坪23.55,主+陽10.72,7/7樓,2房(室)1廳1衛, 電梯 精美裝潢 ,永慶房屋近捷運大安站,"3,320","3,320",含車位價282萬元
2025_10_16 23_39_02,10,賓特利高樓邊間戶,台北市大同區承德路三段,辦公商業大樓,18.1年,建坪20.95,主+陽13.89,11/12樓,1房(室)1廳1衛, 捷運步行約5分鐘高樓邊間 ,永慶房屋廁所有窗房間都有窗近捷運圓山站近捷運民權西路站,"1,948","1,948",無
2025_10_16 23_39_02,10,寶格麗三房三衛,台北市中山區中山北路一段,辦公商業大樓,15.1年,建坪22.26,主+陽13.39,2/7樓,3房(室)2廳3衛(含加蓋2房(室)--廳2衛)," 近中山捷運,採光好,代收垃圾 ",永慶房屋有天然瓦斯近捷運中山站,"3,180","3,380萬",無
2025_10_16 23_39_02,10,雙連馬偕宅無虛坪,台北市中山區新生北路二段,華廈,49.1年,建坪9.12,主+陽9.12,4/10樓,1房(室)1廳1衛, 鬧中取靜有管理代收垃圾 ,永慶房屋房間都有窗近捷運中山國小站近捷運SB02站(規劃中),880,880,無
2025_10_16 23_39_02,10,靜心中小學旁雅寓,台北市文山區興隆路二段,公寓,56.5年,建坪20.33,主+陽20.33,4/4樓,2房(室)2廳1衛, 近靜心、近公園、近學區、機能佳 ,永慶房屋廁所有窗有天然瓦斯,"1,188","1,468萬",無
2025_10_16 23_39_02,10,極景安縵帝王居,台北市內湖區內湖路三段,住宅大樓,8.5年,建坪100.01,主+陽49.58,19/19樓,3房(室)2廳2.5衛, 高樓帝王戶 四面環景 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運內湖站,"9,600","9,600",含車位價
2025_10_16 23_39_02,10,未來捷運住辦,台北市信義區吳興街,店面,36.1年,建坪27.17,主+平13.79,1/7樓,1房(室)1廳1.5衛(含加蓋--房(室)--廳1衛), 北醫商圈吳興商圈y39總站 ,永慶房屋廁所有窗有天然瓦斯近捷運Y39站(施工中),"2,680","2,680",無
2025_10_16 23_39_02,10,善導捷濟南路店辧,台北市中正區濟南路一段,店面,4.5年,建坪21.86,主+陽13.86,1/8樓,--房(室)1廳1衛, 結合公務文教捷運商圈 ,永慶房屋近捷運善導寺站近捷運台北車站,"4,280","4,280",含車位價
2025_10_16 23_39_02,10,向陽河濱露臺三房,台北市南港區松河街,華廈,17.2年,建坪56.33,主+陽27.51,2/9樓,3房(室)2廳2衛(含加蓋--房(室)--廳1衛), 規劃單純、一層兩戶、三面採光 ,永慶房屋廁所有窗有天然瓦斯房間都有窗,"4,338","4,338",含車位價
2025_10_16 23_39_02,10,北投公園鐳泉湯屋,台北市北投區中山路,華廈,43.8年,建坪10.83,主+陽8.90,7/8樓,1房(室)--廳1衛, 渡假置產自用皆可 ,永慶房屋房間都有窗近捷運新北投站,550,590萬,無
2025_10_16 23_39_02,10,附中阿曼頂客兩房,台北市大安區大安路一段,住宅大樓,17.0年,建坪30.73,主13.63,2/12樓,2房(室)2廳2衛(含加蓋1房(室)--廳2衛), 附中國中部，仁愛國小，超優質學 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運大安站,"4,388","4,388",含車位價
2025_10_16 23_39_02,10,翔譽101稀有邊,台北市松山區八德路四段,住宅大樓,11.8年,建坪19.43,主10.51,3/13樓,1房(室)1廳1衛, 24小時務業管、正大馬路小豪宅 ,永慶房屋廁所有窗房間都有窗近捷運松山站近捷運Y36站(施工中),"2,088","2,088",無
2025_10_16 23_39_02,10,敦南綠蔭樹海頂加,台北市松山區敦化南路一段,華廈,42.0年,建坪43.41,主+陽41.58,7/7樓,4房(室)3廳3衛(含加蓋2房(室)1廳1衛), 敦化南路第一排樹海林蔭 ,永慶房屋新上有天然瓦斯房間都有窗近捷運忠孝敦化站近捷運忠孝復興站,"6,480","6,480",無
2025_10_16 23_39_02,10,古亭捷運庭院後院,台北市中正區同安街,辦公商業大樓,28.7年,建坪48.99,主+陽35.93,1/7樓,4房(室)2廳2衛(含加蓋2房(室)--廳--衛), 挑高可店可辦有車位 ,永慶房屋有天然瓦斯近捷運古亭站,"5,988","6,588萬",含車位價
2025_10_16 23_39_02,10,珠寶露臺高樓辦公,台北市內湖區內湖路一段,廠辦,20.6年,建坪165.90,主76.18,10/10樓,7房(室)1廳--衛, 氣派門廳 ,永慶房屋新上近捷運劍南路站近捷運Y29站(施工中),"8,600","8,600",含車位價
