物件標題,地址,物件類型,屋齡,坪數,格局,樓層,價格
A²近青埔A18千坪農地使用大合法資材室有天然氣,桃園市中壢區洽溪段,土地,9.2年,32.72,#NAME?,#NAME?,"7,680 萬"
桃園龜山區🍎楓義段土地、市中心只要10分鐘,桃園市龜山區楓義段,土地,N/A,--,#NAME?,#NAME?,"9,300 萬"
合雄M八德G01捷運兩房景觀高樓層可以買,桃園市八德區中正北路,電梯大樓,6.3年,28.55,2房(室)2廳1衛,8/14樓,"1,130 萬"
大溪20米石園路旁雙面臨路一般農牧用地,桃園市大溪區瑞源段,土地,N/A,--,#NAME?,#NAME?,"16,300 萬"
A7根津苑4房車,桃園市龜山區樂善三路,住宅大樓,5.0年,57.86,4房(室)2廳2衛,15/15樓,"2,368 萬"
青埔A18國家大院裝潢兩房平面車(免裝潢期),桃園市中壢區青峰路一段,電梯大樓,2.4年,30.25,2房(室)2廳1衛,14/15樓,"1,746 萬"
楊梅埔心萬大市場旁台北碧瑤大3房,桃園市楊梅區中山北路二段,華廈,30.9年,27.83,3房(室)2廳1衛,8/8樓,768 萬
近A7體育大學站大亮波波(B)~華亞科學園區旁,桃園市龜山區樂善二路,電梯大樓,N/A,32.35,#NAME?,7/22樓,"1,198 萬"
仁愛市場收租透店~桃園市政府及中路特區雙商圈,桃園市桃園區仁愛路,透天厝,49.9年,24.33,5房(室)1廳2衛,1~2/2樓,"1,980 萬"
楊湖段農地/角地/臨4米道路/兩面臨路,桃園市楊梅區楊湖段,土地,N/A,--,#NAME?,#NAME?,"1,728 萬"
桃園中壢稀有特定農業區甲種建築用地,桃園市中壢區大路段,土地,N/A,--,#NAME?,#NAME?,"1,988 萬"
近鳳鳴重劃區單層獨戶雙主臥雙車位,桃園市桃園區桃鶯路,電梯大樓,13.9年,93.16,4房(室)2廳3衛,8/13樓,"2,988 萬"
近A7體育大學站大亮波波(A)~華亞科學園區旁,桃園市龜山區樂善二路,電梯大樓,N/A,24.18,#NAME?,9/22樓,899 萬
吉田秀墅美透天雙車位~近學區未來捷運生活機能佳,桃園市桃園區民富十三街,透天厝,20.8年,80.34,5房(室)3廳3衛,B1~4/4樓,"3,198 萬"
D52八德長興二路透店⭐️屋齡新/近建德公園、交,桃園市八德區長興二路,透天厝,5.6年,62.16,4房(室)3廳4衛,1~4/4樓,"3,410 萬"
內壢火車站環中商圈稀有都市計劃內方正農地,桃園市中壢區中原段,土地,N/A,--,#NAME?,#NAME?,"5,888 萬"
內壢火車站環中商圈稀有都市計劃內方正農地,桃園市中壢區中原段,土地,N/A,--,#NAME?,#NAME?,"5,888 萬"
<八德擴大重劃區>近未來G01捷運合雄M精美兩房,桃園市八德區中正北路,電梯大樓,6.3年,28.55,2房(室)2廳1衛,8/14樓,"1,130 萬"
內壢後站近環中商圈旁大面寬美透天,桃園市中壢區榮民路,透天厝,36.6年,37.04,5房(室)2廳3衛,1~2/2樓,"1,880 萬"
精緻裝潢-藝文正核心展演中心-質感小宅美兩房,桃園市桃園區中正路,電梯大樓,21.7年,25.95,2房(室)2廳1衛,11/14樓,"1,455 萬"
長堤白金漢-南崁市中心-四通八達 四房三車位,桃園市蘆竹區錦明街,電梯大樓,9.9年,104.67,4房(室)2廳2衛,12/15樓,"3,780 萬"
靜謐雅居 精緻裝潢兩房平面車位詩意生活之選,桃園市桃園區溫州一路,電梯大樓,1.6年,36.88,2房(室)2廳1衛,5/24樓,"1,880 萬"
英橋帝景四房雙車,桃園市蘆竹區愛山街,電梯大樓,14.2年,82.95,4房(室)2廳2衛,6/14樓,"2,598 萬"
未來棕線捷運站巨蛋體育場旁正萬壽路大坪數金店面,桃園市龜山區萬壽路二段,公寓,45.3年,45.44,#NAME?,1/5樓,"2,468 萬"
青埔A19雙核心機能｜聯上淳｜絕美景觀三房雙車,桃園市中壢區永春路,電梯大樓,1.8年,80.91,3房(室)2廳2衛,16/19樓,"4,319 萬"
八德大湳交流道近大安國小超值1樓3房車,桃園市八德區富榮街,華廈,13.1年,45.71,3房(室)2廳2衛,1/7樓,"1,368 萬"
高鐵『站前新銳』面站前廣場景觀大兩房+車位,桃園市中壢區青心路,電梯大樓,1.3年,34.03,2房(室)2廳1衛,11/21樓,"1,798 萬"
大竹大興路旁｜宜居靜巷×自建美建地,桃園市蘆竹區大新段,土地,N/A,--,#NAME?,#NAME?,"4,530 萬"
新屋區正東福路邊美麗農地買到賺到,桃園市新屋區大坡段三角堀小段,土地,N/A,--,#NAME?,#NAME?,"1,739 萬"
法國之星~漂亮裝潢3房B1大車位~近捷運A21站,桃園市中壢區環西路二段,電梯大樓,14.3年,33.44,3房(室)2廳2衛,9/15樓,"1,368 萬"
小檜溪3房車位/合康檜邑/近未來捷運G09,桃園市桃園區日光路,電梯大樓,1.8年,46.12,3房(室)2廳2衛,9/14樓,"1,888 萬"
中平最核心【全新整理～邊間超完美３房車】,桃園市桃園區泰昌七街,華廈,31.5年,37.02,3房(室)2廳2衛,6/6樓,"1,098 萬"
藝文特區公園學區優質名宅一品薇閣三房車,桃園市桃園區天祥六街,華廈,20.7年,50.09,3房(室)2廳2衛,10/10樓,"1,928 萬"
捷運三鶯八德線【大安國小旁增值美透店】,桃園市八德區和平路,透天厝,45.5年,54.86,5房(室)3廳3衛(另加蓋--房(室)2廳1衛),1~3/3樓,"2,588 萬"
中國江山~全新整理~藝文特區低總價低公設三房,桃園市桃園區明德街,電梯大樓,31.0年,30.35,3房(室)2廳2衛,9/17樓,"1,198 萬"
專約C010-桃園大有台商圈台北東京電梯二房,桃園市桃園區大有路,電梯大樓,28.1年,21.53,2房(室)1廳1衛,13/17樓,780 萬
錢隆皇-滿租5套房~銘傳大學、中興路、中和南路,桃園市龜山區大同路,華廈,28.5年,39.19,5房(室)--廳5衛,1/7樓,"1,250 萬"
【快樂小鎮】過嶺重劃區旁透天美墅,桃園市楊梅區快速路五段,透天厝,17.5年,53.39,4房(室)2廳2衛,1~5/5樓,"1,198 萬"
寶山市場旁.高指名度.吾界三房雙車.高樓層雙衛浴,桃園市桃園區民有十二街,電梯大樓,1.6年,68.29,3房(室)2廳2衛,18/20樓,"2,758 萬"
福容佳麗堡 高樓層 3房2廳2衛+車位,桃園市桃園區春日路,電梯大樓,N/A,41.6,3房(室)2廳2衛,10/11樓,"2,038 萬"
寶山商圈採光佳屋況佳潤泰大家美2房,桃園市桃園區春日路,電梯大樓,25.9年,27.29,2房(室)2廳1衛,6/24樓,"1,088 萬"
經國特區幸福匯 溫馨大兩房車 可塑三房,桃園市桃園區幸福路,電梯大樓,4.8年,40.45,2房(室)2廳1衛,2/14樓,"1,598 萬"
中壢A20萬能科大旁都計內臨路農地,桃園市中壢區萬能段,土地,N/A,--,#NAME?,#NAME?,"14,677 萬"
廣豐商圈翡翠新都1-4F近捷運G05站,桃園市八德區廣豐一街,不限,35.2年,106.51,#NAME?,1~4/4樓,"4,680 萬"
上南崁-日光花園社區(兩房)南崁國中旁!,桃園市蘆竹區福祿一街,華廈,22.6年,27.84,2房(室)2廳1衛,2/9樓,950 萬
未來捷運宅 寶佳利社區 生活便利 第一首選,桃園市桃園區民生路,電梯大樓,18.1年,29.39,1房(室)1廳1衛,6/15樓,898 萬
春日路環宇經貿商業大樓~近小檜溪重劃區,桃園市桃園區春日路,電梯大樓,34.9年,83.46,#NAME?,7/12樓,"1,880 萬"
春日路環宇經貿商業大樓~近小檜溪重劃區,桃園市桃園區春日路,電梯大樓,34.9年,83.46,#NAME?,7/12樓,"1,880 萬"
🏆$❤冠桃園景觀3房全新美妝低公設天然瓦斯,桃園市桃園區國際路一段,電梯大樓,27.9年,29.62,3房(室)2廳2衛,23/25樓,"1,198 萬"
(預)A19小豪宅璞園畾畾青樹梢景觀3房,桃園市中壢區永裕路,電梯大樓,N/A,57.22,3房(室)2廳2衛,3/18樓,"3,028 萬"
青埔捷運A19．尊藏帝苑．全新未住3+1房雙車,桃園市中壢區文智路,電梯大樓,12.2年,80.85,3房(室)2廳3衛,8/15樓,"3,688 萬"
大溪介壽路旁~臨4米路大面寬一般農,桃園市大溪區瑞興段,土地,N/A,--,#NAME?,#NAME?,"4,630 萬"
大園區華興路小坪節稅用交通用地近青埔,桃園市大園區田心段,土地,N/A,--,#NAME?,#NAME?,51 萬
急售! 桃園新屋持分土地超低總價好便宜可以買,桃園市新屋區蚵殼港段深圳小段,土地,N/A,--,#NAME?,#NAME?,200 萬
喬崴微笑+|商圈環繞X私家花園X四房車,桃園市八德區介壽路二段,電梯大樓,7.9年,50.46,4房(室)2廳2衛,2/11樓,"1,438 萬"
新屋雙面臨路/下田心子段/313農地,桃園市新屋區下田心子段下田心子小段,土地,N/A,--,#NAME?,#NAME?,557 萬
⭐$167冠桃園景觀3房全新美妝低公設天然瓦斯,桃園市桃園區國際路一段,電梯大樓,27.9年,29.62,3房(室)2廳2衛,23/25樓,"1,198 萬"
過嶺重劃小青埔核心-公園景觀三房車,桃園市中壢區松勇一街,電梯大樓,10.5年,48.3,3房(室)2廳2衛,2/12樓,"1,488 萬"
縣府風華~高樓層永久無敵景觀~大二房,桃園市桃園區泰山街,電梯大樓,28.9年,36.21,2房(室)2廳2衛,13/16樓,"1,298 萬"
大溪仁和路旁大面寬農地～投資首選,桃園市大溪區東隆段,土地,N/A,--,#NAME?,#NAME?,"7,300 萬"
新屋新湖路農地｜臨馬路、面寬約20米、方正,桃園市新屋區十五間段十五間尾小段,土地,N/A,--,#NAME?,#NAME?,"1,539 萬"
新屋後湖路農地｜臨馬路、面寬約20米、方正,桃園市新屋區新屋段後湖小段,土地,N/A,--,#NAME?,#NAME?,"1,173 萬"
A7【皇普MVP】高樓寧靜3房車位,桃園市龜山區文達路,電梯大樓,4.0年,46.26,3房(室)2廳2衛,15/15樓,"1,888 萬"
八德大成國中旁稀有透天～活巷 近未來綠捷G04,桃園市八德區重慶街,透天厝,46.3年,29.81,5房(室)2廳3衛,1~2/2樓,"1,598 萬"
大園區華興路小坪節稅用小農地近青埔,桃園市大園區田心段,土地,N/A,--,#NAME?,#NAME?,24.5 萬
八德大楠森林公園捷運綠線G04徵收地,桃園市八德區大華段,土地,N/A,--,#NAME?,#NAME?,"2,098 萬"
高鐵A19站『尊藏帝苑』3+1房雙車位,桃園市中壢區文智路,電梯大樓,12.2年,80.85,3房(室)2廳3衛,8/15樓,"3,688 萬"
北華街美華廈二房車~近朝陽公園 成功國小 地段佳,桃園市桃園區北華街,華廈,30.4年,25.2,2房(室)1廳1衛,2/5樓,780 萬
新屋區台６１快速道路旁一般農業區田,桃園市新屋區崁頭厝段崁頭厝小段,土地,N/A,--,#NAME?,#NAME?,"1,510 萬"
龍潭大平紅橋旁便宜大坪數建地~鄰路,桃園市龍潭區紅橋段,土地,N/A,--,#NAME?,#NAME?,"4,800 萬"
璟都城品次頂樓景觀戶 配置三車位 車位可溝通,桃園市桃園區大有路,電梯大樓,2.4年,58.46,3房(室)2廳2衛,13/14樓,"2,250 萬"
君邑羅浮B9棟兩房附車位高樓層視野棟距佳,桃園市龜山區文化一路,電梯大樓,N/A,39.12,2房(室)2廳1衛,22/24樓,"1,680 萬"
君邑羅浮B9棟帝王景觀高樓層採光視野超棒兩房附車,桃園市龜山區文化一路,電梯大樓,N/A,39.12,2房(室)2廳1衛,24/24樓,"1,780 萬"
南崁特力屋商圈夢享家A區大套房車,桃園市蘆竹區南順八街,華廈,22.0年,29.38,1房(室)1廳1衛,5/9樓,888 萬
大竹全新鋼構獨棟透店~開放格局空間好利用,桃園市蘆竹區大興七街,透天厝,0.7年,24.55,#NAME?,1/1樓,"2,680 萬"
捷運G5站廣豐商圈全新百坪電梯別墅(三),桃園市八德區大福街,別墅,0.9年,101.82,5房(室)3廳7衛,1~6/6樓,"4,888 萬"
「海華大帝金門面｜挑高6米中壢SOGO商圈店面」,桃園市中壢區九和二街,電梯大樓,13.6年,35.41,#NAME?,1/24樓,"4,800 萬"
捷運G5站廣豐商圈全新百坪電梯別墅(二),桃園市八德區大福街,別墅,0.9年,104.12,6房(室)3廳7衛,1~6/6樓,"4,988 萬"
捷運G5站廣豐商圈全新百坪電梯別墅(二),桃園市八德區大福街,別墅,0.9年,104.12,6房(室)3廳7衛,1~6/6樓,"4,988 萬"
捷運G5站廣豐商圈全新百坪電梯別墅(一),桃園市八德區大福街,別墅,0.9年,108.12,6房(室)3廳7衛,1~6/6樓,"4,988 萬"
低總價三房平鎮區關爺北路三樓公寓,桃園市平鎮區關爺北路,公寓,43.8年,26.09,3房(室)2廳1衛,3/5樓,588 萬
龍潭北坑段優美休閒便宜農地～近大江屋,桃園市龍潭區北坑段,土地,N/A,--,#NAME?,#NAME?,"1,420 萬"
近新屋市區開心農地～送全新資材室,桃園市新屋區啟文段,土地,N/A,--,#NAME?,#NAME?,"2,488 萬"
八德捷運G01到站就到家-高陞2期2房車位,桃園市八德區中正路,電梯大樓,10.7年,36.33,2房(室)2廳1衛,15/15樓,"1,150 萬"
大溪交流道旁英業達科技園區美農地,桃園市大溪區東隆段,土地,N/A,--,#NAME?,#NAME?,"23,900 萬"
新屋清華高中旁低總價農地～大面寬 鄰路,桃園市新屋區石磊子段石磊子小段,土地,N/A,--,#NAME?,#NAME?,"1,138 萬"
桃園-近中壢家樂福【美麗歐洲】次頂樓景觀3房車位,桃園市中壢區中園路,電梯大樓,18.6年,44.09,3房(室)2廳2衛,14/15樓,"1,368 萬"
新屋笨子港段甲種建地臨路大面寬~近台15線,桃園市新屋區笨子港段榕樹下小段,土地,N/A,--,#NAME?,#NAME?,898 萬
內壢站前商圈旁溫馨美三房車~忠孝商圈 文化公園,桃園市中壢區成章二街,華廈,30.9年,43,3房(室)2廳2衛,3/9樓,"1,098 萬"
輕奢豪宅帝璽頂樓景觀戶   三房+平面車位,桃園市桃園區中正路,電梯大樓,12.7年,72.51,3房(室)2廳3衛,29/29樓,"3,750 萬"
新屋石磊農地2 | 環境優美 | 交通便捷,桃園市新屋區石磊子段石磊子小段,土地,N/A,--,#NAME?,#NAME?,"4,180 萬"
合遠首綻百萬裝潢雙衛浴開窗3+1房車,桃園市八德區中正路,電梯大樓,1.0年,53.47,3房(室)2廳2衛,13/15樓,"2,750 萬"
新屋石磊農地1 | 主道路增值潛力佳 | 交通好,桃園市新屋區石磊子段石磊子小段,土地,N/A,--,#NAME?,#NAME?,"1,380 萬"
近交流道雙衛浴開窗電梯~武陵高中愛買旁 中平商圈,桃園市桃園區中山路,廠房,30.5年,54.56,#NAME?,8/17樓,"1,388 萬"
大溪埔頂重劃區「獨棟電梯透天豪墅」,桃園市大溪區埔頂六街,別墅,13.3年,100.31,5房(室)3廳5衛,1~5/5樓,"3,680 萬"
中壢車站三鐵共構全新整理收租套房,桃園市中壢區美樂路,公寓,47.0年,20.78,3房(室)3廳3衛,5/5樓,888 萬
HVW廣春成．經國方略 空調全+高檔裝修國際商辦,桃園市蘆竹區經國路,電梯大樓,12.9年,115.18,#NAME?,12/19樓,"3,980 萬"
健保局科學家免整理美三房+平面車位,桃園市中壢區仁福四街,華廈,26.4年,37.47,3房(室)2廳2衛,8/10樓,"1,098 萬"
K2-100獨家出售~電通市高樓層景觀佳漂亮三房,桃園市蘆竹區南山路一段,電梯大樓,30.2年,33.49,3房(室)2廳2衛,19/20樓,898 萬
桃園巨蛋旁四面採光水岸三房平車景觀戶,桃園市桃園區三民路一段,華廈,5.2年,75.06,3房(室)2廳3衛,7/10樓,"2,798 萬"
中山路上縣府站前商圈~縣府風華3房改超大2房,桃園市桃園區泰山街,電梯大樓,28.9年,36.21,2房(室)2廳2衛,13/16樓,"1,298 萬"
八德重劃區靠捷運全新電梯透天可以買,桃園市八德區廣興五街,透天厝,1.7年,67,4房(室)2廳2衛,1~4/4樓,"3,200 萬"
省桃茄苳路富域三面採光雙衛浴開窗4房車,桃園市八德區茄苳路,華廈,16.8年,55.43,4房(室)2廳2衛,6/9樓,"1,580 萬"
龜山巨蛋-百川樂沐-4房雙車露臺戶,桃園市龜山區萬壽路二段,電梯大樓,7.0年,64.49,4房(室)2廳2衛,2/14樓,"2,998 萬"
武陵愛買戶政~富域美裝大4房平車,桃園市八德區茄苳路,華廈,16.8年,55.43,4房(室)2廳2衛,6/9樓,"1,580 萬"
寶祥縣寶有3有車有景觀正面武陵高中,桃園市桃園區中山路,廠房,30.5年,48.36,#NAME?,4/17樓,"1,398 萬"
和毅品森活| 帝王樓層|景觀大三房車,桃園市八德區中正北路,電梯大樓,6.1年,48.74,3房(室)2廳2衛,14/14樓,"1,880 萬"
大築大睦森悦稀有中庭大棟距大三房車雙衛浴開窗,桃園市中壢區青埔二街,電梯大樓,9.1年,56.84,3房(室)2廳2衛,4/14樓,"2,798 萬"
優質福太運通辦公,桃園市桃園區南華街,辦公商業大樓,33.1年,91.85,--房(室)1廳2衛,6/10樓,"2,395 萬"
優質福太運通辦公,桃園市桃園區南華街,辦公商業大樓,33.1年,91.85,--房(室)1廳2衛,6/10樓,"2,395 萬"
埔頂重劃區【翰林苑NO.5】五房電梯豪墅可停4車,桃園市大溪區埔頂六街,別墅,13.3年,100.31,5房(室)3廳5衛,1~4/4樓,"3,680 萬"
近桃園夜市力行市場 中路未來G09捷運站3房公寓,桃園市桃園區愛國街,公寓,43.2年,23.32,3房(室)2廳1衛,4/5樓,598 萬
🏆$❤新屋3面臨路農地/6米路/開心農場,桃園市新屋區石牌嶺段,土地,N/A,--,#NAME?,#NAME?,"1,006 萬"
中平商圈【中山雅居】採光2+1房景觀屋,桃園市桃園區國際路一段,華廈,30.2年,30.57,2房(室)2廳2衛,8/8樓,850 萬
草漯國小旁.臨路六單元方正重劃建地,桃園市觀音區大觀段,土地,N/A,--,#NAME?,#NAME?,"2,188 萬"
正中正路未來捷運綠線G12站徵收範圍農地,桃園市桃園區和平段,土地,N/A,--,#NAME?,#NAME?,"3,950 萬"
君邑巴洛克式莫札特室內空間寬敞溫馨美三房車,桃園市八德區廣興一路,電梯大樓,11.7年,45.02,3房(室)2廳2衛,7/15樓,"1,398 萬"
桃林步道旁吉田秀墅庭院美墅-寶山商圈旁絕佳生活機,桃園市桃園區民富十三街,別墅,20.8年,80.25,4房(室)2廳3衛,B1~4/4樓,"2,850 萬"
大溪區低單價稀有開心農場方正農地2~,桃園市大溪區東隆段,土地,N/A,--,#NAME?,#NAME?,"4,250 萬"
草漯國小旁.臨路六單元方正重劃建地.買地送屋,桃園市觀音區大觀段,土地,N/A,--,#NAME?,#NAME?,"2,588 萬"
中壢火車站前中原家樂福旁電梯大樓四房車,桃園市中壢區普義路,華廈,32.9年,54.07,4房(室)2廳2衛,6/7樓,"1,318 萬"
埔頂公園【大面寬~自地自建精品豪邸】孝親房,桃園市大溪區長興西街,別墅,6.7年,85.29,4房(室)3廳4衛,1~3/3樓,"3,880 萬"
近大湳市場【邊間面寬～孝親房優質美透天】,桃園市八德區力霸街,透天厝,33.3年,34.82,5房(室)3廳2衛,1~3/3樓,"1,380 萬"
近家樂福-平鎮山仔頂低總價美透天,桃園市平鎮區中豐路山頂段興峰巷,透天厝,48.1年,25.37,5房(室)2廳3衛,1~2/2樓,"1,098 萬"
龜山交通用地｜土地平整、都計內保護區台一線旁,桃園市龜山區塔寮坑段,土地,N/A,--,#NAME?,#NAME?,"14,695 萬"
近武陵高中 中山國小 冠桃園 美三房車,桃園市桃園區國際路一段,電梯大樓,27.9年,47.18,4房(室)2廳2衛,4/25樓,"1,398 萬"
山頂國小漂亮公寓~近學區市場公園 生活機能佳,桃園市龜山區頂興路,公寓,45.8年,28.79,3房(室)2廳2衛,5/5樓,695 萬
G186新屋近社子國小588美地⭐️地形方正漂亮,桃園市新屋區番婆土文段,土地,N/A,--,#NAME?,#NAME?,"1,488 萬"
正12米月眉路旁近高鐵A19方正農地,桃園市中壢區月眉段,土地,N/A,--,#NAME?,#NAME?,"2,106 萬"
楊梅埔心火車站四維商圈永美路美寓,桃園市楊梅區永美路,公寓,43.4年,22.62,#NAME?,4/4樓,498 萬
近內壢火車站忠孝路商圈【鍾愛一生】裝潢三房車,桃園市中壢區成章二街,華廈,30.9年,43,3房(室)2廳2衛,3/9樓,"1,098 萬"
次頂樓景觀三房車 學區、公園、商圈一次擁有,桃園市桃園區龍泉二街,電梯大樓,12.0年,46.8,3房(室)2廳2衛,18/19樓,"1,700 萬"
藝文超值中國江山邊間四改大三房成家首選,桃園市桃園區寶慶路,電梯大樓,31.0年,40.56,3房(室)2廳2衛,9/17樓,"1,238 萬"
大溪、龍潭近小橋流水餐廳一般農業區農地,桃園市大溪區石園段,土地,N/A,--,#NAME?,#NAME?,702 萬
中路一品硯2房車附裝潢可直接入住~永久棟距採光佳,桃園市桃園區溫州一路,電梯大樓,1.6年,36.88,2房(室)2廳1衛,5/24樓,"1,880 萬"
(桃園)A18站前『良茂詠恆詠美館』景觀兩房車位,桃園市中壢區領航南路二段,電梯大樓,3.0年,24.66,2房(室)2廳1衛,18/20樓,"1,498 萬"
A7【名軒快樂家】大面寬黃金店面,桃園市龜山區文學路,電梯大樓,9.9年,69.73,--房(室)3廳2衛,1~2/24樓,"3,188 萬"
