抓取時間,搜尋結果第幾頁,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,額外資訊2,目前價格,原始價格,是否含車位價格
2025_10_16 23_52_01,14,B¹🍎原屋況二層透天現況有鼎佳改造便利好停車,桃園市龍潭區中興路,透天厝,47.9年,建坪26.36,主26.36,1~2/2樓,2房(室)2廳2衛(另加蓋2房(室)--廳--衛)," 🏡【低總價・舒適首選】
🔹 位於巷弄內，門口寬敞，便利停車🚗
🔹 鄰近中興商圈，距龍潭市區約10分鐘車程🛣️
🔹 近國軍桃園總醫院，醫療資源便利🏥
🔹 靠近交流道，南來北往皆方便🚙
🔹 環境清幽、生活機能佳，鬧中取靜🍃
🔹 現況有「鼎佳」便利可規劃（依現場狀況為主）🧱
📌 買房不只是地點，更是生活品質的選擇✨
歡迎預約賞屋，實地感受！

買賣房屋歡迎指名! 
『全國首創 業界唯一』
再次領先政府推出 實價登錄3.0 一、即時完整資訊 二、行情趨勢變化 三、社區差異比較
感謝客戶支持與鼓勵
 ",永慶不動產新上,698,698,無
2025_10_16 23_52_01,14,小檜溪重劃區.德友秀川邊間3改2房車,桃園市桃園區青溪一路,電梯大樓,1.2年,建坪46.55,主+陽24.68,8/14樓,2房(室)2廳2衛," ﻿小檜溪優質地段，德友機構日系建築。
Alfa Safe戴雲發耐震系統工法，讓您住的安心。
三改二房車，邊間採光佳，主臥室超大，主衛浴開窗。
前後陽台，24小時物業管理，垃圾集中處理，包裹代收。 ",永慶不動產新上近捷運景福宮站(施工中)近捷運中正力行(桃園夜市)站(施工中),"2,160","2,160",無
2025_10_16 23_52_01,14,大有寶山商圈 光合手札 雙衛浴開窗大3房平面車位,桃園市桃園區民富十一街,電梯大樓,12.0年,建坪53.18,主+陽30.86,2/14樓,3房(室)2廳2衛," 溫馨美裝潢 室內實際使用32坪
邊間三面採光 座北朝南 通風好 有景觀
前後陽台 雙衛浴開窗
坡道平面大車位 社區可規劃充電樁
近學校.公園.市場
大有寶山商圈正中心 生活機能超便利 ",永慶不動產新上廁所有窗有天然瓦斯房間都有窗,"1,798","1,888萬",無
2025_10_16 23_52_05,15,藝文特區指標宅【葛里法五世/無敵景觀】可購車位,桃園市桃園區新埔八街,電梯大樓,12.3年,建坪103.32,主+陽67.03,17/27樓,2房(室)2廳2衛," 1.高指名度社區,完全可以設計屬於自己風格,客餐廳連結動線流暢,衛浴都有開窗
2.車位可以加購1-2個,都是獨立停車位格
3.俯瞰展演中心,君臨天下前視野超好超大棟距保證在家就是一種享受
4.高質感社區猶如住在五星級飯店住戶素質高
5.未來綠線捷運線G09.G10.G11.G12站中正北路交流道已開通,藝文總圖圖書館在您身邊~交通機能一級棒
 ",永慶不動產新上,"6,588","6,588",無
2025_10_16 23_52_05,15,藝文特區指標宅【葛里法五世/無敵景觀】可購車位,桃園市桃園區新埔八街,電梯大樓,12.3年,建坪103.32,主+陽67.03,17/27樓,2房(室)2廳2衛," 1.高指名度社區,完全可以設計屬於自己風格,客餐廳連結動線流暢,衛浴都有開窗
2.車位可以加購1-2個,都是獨立停車位格
3.俯瞰展演中心,君臨天下前視野超好超大棟距保證在家就是一種享受
4.高質感社區猶如住在五星級飯店住戶素質高
5.未來綠線捷運線G09.G10.G11.G12站中正北路交流道已開通,藝文總圖圖書館在您身邊~交通機能一級棒
 ",永慶不動產新上,"6,588","6,588",無
2025_10_16 23_52_05,15,稀有A8長庚〈嚮陽〉邊間前院一二樓大3房平面車,桃園市龜山區文東五街,華廈,14.2年,建坪55.72,主+陽35.68,1~2/6樓,3房(室)2廳2衛," 1.周邊生活機能完整，位於長庚商圈附近，有醫院、捷運A8站、文華國小、環球購物中心、超市、便利商店等，採買、就醫、交通都方便。
2.一、二樓併用空間，一樓可營業用，格局方正好規劃。
3.臨路邊間，採光通風好，前後門可以進出方便。
4.大面寬前院可以停車，地下室另有附一個平面車位。
5.社區戶數單純稀有釋出，公設比低。 ",永慶不動產新上,"2,888","2,988萬",含車位售價250萬元
2025_10_16 23_52_05,15,發現紐約4房雙車~面中庭~家樂福旁,桃園市桃園區天祥三街,電梯大樓,19.9年,建坪63.23,主+陽32.16,2/12樓,4房(室)2廳2衛," 1.大4房面中庭、屋況佳、格局方正、採光通風佳。
2.樓下就有家樂福、敏盛醫院、同安公園、週邊商
家林立、生活機能佳。
3.離國道一號車程約8分鐘、國道二號約10分鐘。 ",永慶不動產新上,"2,258","2,258",無
2025_10_16 23_52_05,15,青埔A19。不受央行控管。太睿泰極6米面寬店鋪,桃園市中壢區領航南路一段,電梯大樓,10.9年,建坪75.75,主36.12,1/14樓,#NAME?," 1.不受貸款成數限制，資金運用彈性高
本案為青埔少數，主要用途為店舖、辦公室，不受央行購屋貸款成數限制。法人與自然人皆可購買，最高可貸70%~80%，資金槓桿運用更有優勢。
 
2.RC灌漿夾層，穩固安靜
內部設有增建夾層空間，採用 RC灌漿水泥工法，非一般 H 鋼 + C 型鋼輕量結構。樓板更牢固，有效阻絕噪音，營運或辦公皆能兼顧安靜與安全。
 
3.實用增設面積，空間更寬敞
增建面積約17坪，實際空間以現場測量為主，讓您買到就是賺到。
 
4.挑高設計，不顯壓迫
1 樓高度3.85米，夾層高度3.3米，完整挑高設計，即使加上夾層仍保有舒適空間感。
 
5.捷運近距離，交通超便利
距離A19捷運站 僅350公尺，步行即可輕鬆抵達。交通樞紐優勢明顯，無論自用或出租皆具吸引力。 ",永慶不動產新上近捷運桃園體育園區站,"5,900","5,900",無
2025_10_16 23_52_05,15,青埔A18精華地段。站前A+兩房平面車位,桃園市中壢區青雲路,電梯大樓,7.4年,建坪37.04,主+陽16.49,8/13樓,2房(室)2廳1衛," 高樓層大兩房，獨立廚房搭配後陽台，格局實用，可依個人喜好自行裝潢規劃。
緊鄰公七公園與國泰預定地，未來增值性佳，投資自住兩相宜。
近A18高鐵站與捷運站，迅速連結北北桃與全台高鐵生活圈，對面就是IKEA，周邊銀行店家林立。
社區規劃完善，公設多元包含接待大廳、交誼廳、KTV、電影院、SPA、無邊際泳池、景觀健身房、中庭花園、空中花園及警衛室，在家即可享受渡假氛圍。
青埔A18蛋黃區稀有戶數釋出，屋主誠意出售。 ",永慶不動產新上近捷運高鐵桃園站,"1,650","1,650",無
2025_10_16 23_52_05,15,B³🍎原屋況二層透天現況有鼎佳改造便利好停車,桃園市龍潭區中興路,透天厝,47.9年,建坪26.36,主26.36,1~2/2樓,2房(室)2廳2衛(另加蓋2房(室)--廳--衛)," 🏡【低總價・舒適首選】
🔹 位於巷弄內，門口寬敞，便利停車🚗
🔹 鄰近中興商圈，距龍潭市區約10分鐘車程🛣️
🔹 近國軍桃園總醫院，醫療資源便利🏥
🔹 靠近交流道，南來北往皆方便🚙
🔹 環境清幽、生活機能佳，鬧中取靜🍃
🔹 現況有「鼎佳」便利可規劃（依現場狀況為主）🧱
📌 買房不只是地點，更是生活品質的選擇✨
歡迎預約賞屋，實地感受！

買賣房屋歡迎指名! 
『全國首創 業界唯一』
再次領先政府推出 實價登錄3.0 一、即時完整資訊 二、行情趨勢變化 三、社區差異比較
感謝客戶支持與鼓勵
 ",永慶不動產新上,698,698,無
2025_10_16 23_52_05,15,誠意割愛A8【綠光】雙衛浴開窗挑高四房,桃園市龜山區文七九街,華廈,29.7年,建坪20.37,主+陽16.25,4/5樓,4房(室)2廳2衛(另加蓋3房(室)1廳1衛)," 1. 長庚商圈稀有釋出低總價物件。
2. 鄰近長庚醫療園區與華亞科學園區，自住投資皆宜。
3. 水電都更新過，屋況良好。有代收包裹。
4. 雙衛浴開窗，室內挑高4米8。
5. 國小國中高中未來非常方便。 ",永慶不動產新上廁所有窗有天然瓦斯,"1,198","1,198",無
2025_10_16 23_52_05,15,幼獅交流道維多利亞花園別墅近永平工商,桃園市楊梅區青山六街,別墅,30.0年,建坪66.58,主+陽+露65.76,1~5/5樓,4房(室)3廳3衛," 1。位於楊梅幼獅交流道、66、五楊、幼獅擴大工業區、埔心牧場、郭元益糕餅博物館、永平工商旁，近埔心火車站、商圈學區完整。
2。少有低總價社區型別墅釋出，一樓停車，中庭花園院子，社區有管理，歡迎來電賞屋。

 ",永慶不動產新上,"1,180","1,180",無
2025_10_16 23_52_05,15,A7【欣時代】全新未住‧大棟距舒心成家三房車,桃園市龜山區樂善三路,電梯大樓,1.8年,建坪40.94,主+陽20.59,27/30樓,3房(室)2廳2衛," 1.三房規劃＋平面車位，格局方正，空間實用，滿足家庭居住需求。
2.全新未住過，屋況全新，免整理即可入住，享受新家的舒適感。
3.鄰近華亞科技園區，地段優勢，生活機能與就業便利兼具，增值潛力佳。
4.下樓即是滯洪池公園，擁有大片綠意與休憩空間，居家環境清新宜人。
5.高樓層景觀佳，位於27樓，視野開闊，享有良好採光與遠景視野。
6.網路預約，專人服務。 ",永慶不動產新上有天然瓦斯房間都有窗,"1,688","1,688",含車位售價200萬元
2025_10_16 23_52_05,15,幼獅交流道比佛利山莊電梯3房平車,桃園市楊梅區青山三街,華廈,29.9年,建坪36.06,主+陽20.37,4/7樓,3房(室)1廳1衛," 1。位於楊梅幼獅交流道、66、五楊、幼獅擴大工業區、埔心牧場、郭元益糕餅博物館、永平工商旁，近埔心火車站、商圈學區完整。
2。小資首選3房車、廚具、衛浴更換過，社區已有便利生鮮超市，歡迎來電賞屋。 ",永慶不動產新上,688,688,無
2025_10_16 23_52_05,15,正藝文特區~葛里法五世時尚裝潢3+1房,桃園市桃園區新埔八街,電梯大樓,12.3年,建坪103.32,主+陽67.03,17/27樓,4房(室)2廳4衛," 社區名稱:葛里法五世
管理費:月繳/10333元
車位型式: ※ 可加購1~2個車位           
生活機能:藝文特區、桃園總圖書館、展演中心、中正北路交流道、明星學區旁、捷運綠線G10站、中正公園…
公車站牌:9005、9023…
  ",永慶不動產新上廁所有窗有天然瓦斯房間都有窗,"6,588","6,588",無
2025_10_16 23_52_05,15,忠貞市場米干商圈文化園區電梯美3房,桃園市平鎮區中山路,華廈,30.9年,建坪37.48,主+陽30.01,7/7樓,3房(室)2廳2衛," 1。位於龍岡忠貞市場商圈，知名阿美米干店、遠雄龍岡旁，特色美食店家、住宅密集、文化園區、雲南公園，生活熱鬧又便利，幾步路即是八德、中壢、平鎮金三角，往大溪也方便。
2。全新廚具、衛浴，室內大空間，可隔3+1房，三面採光，頂樓有施作防水，即可入住，社區有管理，歡迎來電賞屋。 ",永慶不動產新上,798,798,無
2025_10_16 23_52_05,15,※618🍎楊梅全新完工宜誠阿麗拉二房二衛浴,桃園市楊梅區金溪路,華廈,0.5年,建坪24.49,主16.11,6/10樓,2房(室)1廳2衛," ☆★~歡迎來電賞屋~★☆
 
全新交屋.方正二房二衛浴.
採光良好通風佳.視野遼闊.
附交換機.免治馬桶蓋.
流理臺有濾水設備.
社區公設完善(陸續點交中)
公設有吧台餐廳可供住戶用膳及下午茶
瑞塘國小.瑞坪國中.
愛買.三民公園
楊梅交流道依GOOGLE地圖約2公里買賣房屋歡迎指名! 
再次領先政府推出
實價登錄3.0
一、即時完整資訊
二、行情趨勢變化
三、社區差異比較 ",永慶不動產新上,858,858,無
2025_10_16 23_52_05,15,近綠捷G12豐田大郡 1樓美裝潢樓中樓5房,桃園市桃園區莊敬路一段,電梯大樓,28.5年,建坪59.74,主+平40.63,1~2/28樓,5房(室)2廳2衛," 樓中樓設計室內挑高4.2米視野寬敞
社區可以直接通往河濱公園
24小時管理安全方便
公設比低19% 
一樓有孝親房及書房
下樓就有站牌可搭北上客運，近交流道
垃圾集中處理、資源回收處理，免追垃圾車
社區中庭基地面積約2000坪，綠意舒適
社區公設：25米泳池、健身房、桌球室、小型理療髮廊
莊敬公園、南平黃昏市場、生鮮超市，生活機能完善 ",永義房屋新上,"2,380","2,380",無
2025_10_16 23_52_05,15,森之丘 大3房平面車 邊間 前後陽台 景觀屋,桃園市蘆竹區中山路,電梯大樓,12.4年,建坪55.07,主+陽30.65,6/12樓,3房(室)2廳2衛," 1.鬧區靜巷、住戶單純素質高、全區僅４８戶
2.大三房、格局方正、好規劃
3.前後陽台、雙衛浴開窗、通風佳
4.萬順森林保護區環境、開窗即享綠意山景
5.近交流道、交通便利
6.近各大賣場、生活機能佳 ",永義房屋新上廁所有窗有天然瓦斯房間都有窗,"1,798","1,798",無
2025_10_16 23_52_05,15,下南崁【大正街明水苑三房車】前後庭院，歡迎賞屋,桃園市蘆竹區大正街,電梯大樓,13.9年,建坪47.56,主+陽25.49,1/15樓,3房(室)2廳2衛," 1、下南崁靜巷國教光明雙學區，鄰近河濱公園步道，視野佳。
2、三房車雙衛浴，百萬歐風裝潢，前後大陽台，無雨遮計坪，挑高天花板，空間開闊舒適。
3、擁有社區最大汽車停車位，機車位旁有充電樁。
4、高規格、冷氣空調隱蔽式設計，兼具視覺美感且阻隔噪音。
5、近交流道，往來機場，交通方便，亦有桃園捷運綠線G13站，2026即將通車，未來發展可期，錯過可惜。
6、可配合售後回租及贈送屋內家電。 ",永義房屋新上有天然瓦斯房間都有窗,"1,988","2,088萬",無
2025_10_16 23_52_05,15,楊梅【鵬程萬里】社區型屋況好美透天,桃園市楊梅區高鵬路,透天厝,21.8年,建坪53.10,主+陽36.71,1~3/3樓,4房(室)2廳2.5衛," 📌社區特色
•社區型透天，街廓整齊，環境單純。
•房數規劃充足，適合家庭居住，有自己的大車庫。
🚗交通優勢
•近楊梅交流道、台31快速道路，往新竹、雙北通勤方便。
•鄰近楊梅火車站，具大眾運輸選擇。
👨‍👩‍👧‍👦居住特色
•社區規劃，比傳統透天更有安全感與秩序。
•環境清幽，生活機能漸趨完整，適合自住與長期置產。 ",永義房屋新上有天然瓦斯房間都有窗,"1,280","1,280",無
2025_10_16 23_52_05,15,香榭儷舍捷運G04高樓層無敵景觀三房車,桃園市八德區和平路,電梯大樓,12.3年,建坪46.72,主+陽23.95,12/12樓,3房(室)2廳2衛," 1.近未來捷運G04站 交通機能便利
2.近萬坪大湳森林公園 親子休閒好去處
3.社區樓下有7-11 近大湳市場採買免煩惱
4.近明星學區九年國教接送免煩惱
5.高樓層採光通風佳 ",永義房屋新上,"1,398","1,398",無
2025_10_16 23_52_05,15,A7【遠雄新未來3】稀有釋出美兩房車,桃園市龜山區文桃路,電梯大樓,1.5年,建坪35.20,主+陽17.84,3/22樓,2房(室)2廳1衛," 1.地段優勢
●文青國中小正對面,距離學校走路1分鐘,A7重劃區目前唯一的雙語學校。
2.基地優勢
●約 1956 坪壯闊基地，位於住宅區用地，稀有珍貴。
3.建商優勢
●遠雄建設在台灣56年，國際型的開發商。
4.規劃優勢
●國際級建築大師李祖原大師操刀，指標建築拔高22層，雙塔式建築.氣勢不凡。
5.產品優勢
●純住宅設計,385 戶住宅,完善高質感公設，飯店式服務管理。
6.戶型優勢
●稀缺戶型 ,標準兩房房  好設計好規劃。
●邊間設計，坐北朝南，格局方正，採光充足，空氣對流。 ",永義房屋新上,"1,498","1,498",含車位售價200萬元
2025_10_16 23_52_05,15,內壢前站正忠孝路統領大國優美三房,桃園市中壢區忠孝路,華廈,31.7年,建坪31.72,主+陽25.91,7/8樓,3房(室)2廳2衛," 正忠孝路上內壢前站精華地段生活機能齊全應有盡有
近全聯福利中心.小北百貨.便利商店.家樂福.市場採買便利
近內壢火車站.省道.交流道.交通便捷
近學校.公園.圖書館.屋況佳.小家庭好選擇 ",有巢氏房屋新上,960,960,無
2025_10_16 23_52_05,15,中壢中華路YKK低樓層二樓大空間溫馨明亮三房,桃園市中壢區中華路二段,公寓,48.1年,建坪30.24,主30.24,2/4樓,3房(室)2廳2衛," ﻿中壢中華路省道旁 鄰近中壢工業區 稀有低樓層二樓
溫馨明亮全新整理 大坪數 室內空間大寬敞 水電更新 雙衛浴 前後陽台
走路約3分鐘就有麥當勞 走路約8分鐘可到家樂福中原店（依Google地圖標示）
周遭生活機能好 樓下旁就有公車站牌 近中壢交流道 交通便利
目前已出租 月租金25000 ",有巢氏房屋新上,838,838,無
