抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,原始價格,目前價格,原始及目前價格,是否含車位價格,,,,,
2025_11_21 18_00_28,14,https://www.sinyi.com.tw//buy/house/9992NX?breadcrumb=list,【店長推薦】天母電梯三房甲桂林,台北市北投區中山北路七段,華廈,41.2年,建坪 36.34,主 + 陽34.01,3樓/7樓,3房2廳2衛1室,有裝潢有景觀有陽台有 2210 人也在關注這間👀,1999萬,"1,999",1999萬,,,,,,
2025_11_21 18_00_28,14,https://www.sinyi.com.tw//buy/house/3182CB?breadcrumb=list,【敦南安和樹海】三房電梯華暉名廈,台北市大安區安和路二段,華廈,42.0年,建坪 35.24,主 + 陽29.95,5樓/7樓,3房2廳2衛,有裝潢有景觀有陽台有 1523 人也在關注這間👀,4288萬,"4,288",4288萬,,,,,,
2025_11_21 18_00_28,14,https://www.sinyi.com.tw//buy/house/8866QD?breadcrumb=list,就看這間基泰明德基泰明德,台北市北投區懷德街,大樓,15.3年,建坪 80.28,主 + 陽38.61,6樓/12樓,3房2廳2衛1室(含加蓋1室),有裝潢有景觀前後陽台有 990 人也在關注這間👀,6980萬,"6,980",6980萬,兩個以上車位,,,,,
2025_11_21 18_00_28,14,https://www.sinyi.com.tw//buy/house/4355JY?breadcrumb=list,力麒縉紳★高樓靜巷豪邸★力麒縉紳,台北市中山區松江路,大樓,17.0年,建坪 69.57,主 + 陽36.65,13樓/14樓,4房2廳2衛1室,有裝潢有景觀廁所開窗有 1343 人也在關注這間👀,7398萬,"7,398",7398萬,兩個以上車位,,,,,
2025_11_21 18_00_28,14,https://www.sinyi.com.tw//buy/house/1325LN?breadcrumb=list,南軟園區首泰大方４房車位首泰大方,台北市南港區重陽路,大樓,9.6年,建坪 76.04,主 + 陽37.25,10樓/15樓,4房2廳2衛,有裝潢有景觀前後陽台有 667 人也在關注這間👀,6680萬,"6,680",6680萬,坡道平面車位,,,,,
2025_11_21 18_00_28,14,https://www.sinyi.com.tw//buy/house/2478DL?breadcrumb=list,士林豪景帶平面車位樂河,台北市士林區延平北路六段,大樓,19.8年,建坪 48.31,主 + 陽20.57,11樓/11樓,2房2廳1衛(含加蓋1房1衛),有裝潢有景觀廁所開窗有 2845 人也在關注這間👀,2980萬,"2,980",2980萬,坡道平面車位,,,,,
2025_11_21 18_00_28,14,https://www.sinyi.com.tw//buy/house/1315LZ?breadcrumb=list,聯上天母面公園四房雙車位聯上天母,台北市士林區天母北路,大樓,5.4年,建坪 97.73,主 + 陽42.72,8樓/24樓,4房2廳3衛,有裝潢有陽台廁所開窗有 408 人也在關注這間👀,8988萬,"8,988",8988萬,兩個以上車位,,,,,
2025_11_21 18_00_28,14,https://www.sinyi.com.tw//buy/house/6504JW?breadcrumb=list,㊣松山翔譽１０１三面採光翔譽101,台北市松山區八德路四段,大樓,11.9年,建坪 24.78,主建物10.91,7樓/13樓,1房1廳1衛,有裝潢有景觀房間皆有窗有 1128 人也在關注這間👀,2295萬,"2,295",2295萬,坡道機械車位,,,,,
2025_11_21 18_00_28,14,https://www.sinyi.com.tw//buy/house/6498DH?breadcrumb=list,市府微風新寶高樓美景新寶大樓,台北市信義區基隆路一段,大樓/辦公,19.8年,建坪 30.14,主 + 陽19.52,11樓/13樓,1房1廳1衛,有裝潢有景觀有陽台有 240 人也在關注這間👀,3480萬,"3,480",3480萬,,,,,,
2025_11_21 18_00_28,14,https://www.sinyi.com.tw//buy/house/2899NK?breadcrumb=list,文林苑高樓美屋文林苑,台北市士林區文林路,大樓,9.5年,建坪 58.82,主 + 陽31.34,9樓/15樓,3房2廳2衛1室,有裝潢有景觀有陽台有 1173 人也在關注這間👀,5488萬,"5,488",5488萬,坡道平面車位,,,,,
2025_11_21 18_00_28,14,https://www.sinyi.com.tw//buy/house/3707XF?breadcrumb=list,｛誠售｝方正邊間美寓,台北市文山區和興路,公寓,35.8年,建坪 32.93,主 + 陽26.3,4樓/5樓,2房2廳1衛,有裝潢前後陽台有陽台有 1669 人也在關注這間👀,1480萬,"1,480",1480萬,,,,,,
2025_11_21 18_00_28,14,https://www.sinyi.com.tw//buy/house/8572VW?breadcrumb=list,天母紘琚層峰景觀戶天母紘琚,台北市士林區中山北路七段,大樓,14.4年,建坪 214.12,主 + 陽91.19,2樓/22樓,1廳,毛胚屋有景觀前後陽台有 410 人也在關注這間👀,18318萬,"18,318",18318萬,兩個以上車位,,,,,
2025_11_21 18_00_28,14,https://www.sinyi.com.tw//buy/house/4939HT?breadcrumb=list,民權西捷運高樓採光大空間民權大樓,台北市中山區民權西路,辦公/大樓,48.4年,建坪 33.39,主 + 陽28.47,8樓/12樓,2房1廳1衛,有裝潢有景觀有陽台有 383 人也在關注這間👀,2980萬,"2,980",2980萬,,,,,,
2025_11_21 18_00_28,14,https://www.sinyi.com.tw//buy/house/9380US?breadcrumb=list,元利群英前棟高樓豪邸元利群英,台北市中正區濟南路一段,大樓,19.9年,建坪 83.23,主 + 陽49.22,13樓/15樓,4房2廳2衛1室,有裝潢有景觀有陽台有 580 人也在關注這間👀,12630萬,"12,630",12630萬,坡道平面車位,,,,,
2025_11_21 18_00_28,14,https://www.sinyi.com.tw//buy/house/4907UH?breadcrumb=list,✿縱橫天廈四房獨戶✿縱橫天廈,台北市大安區四維路,大樓,12.5年,建坪 123,主 + 陽48.25,5樓/11樓,4房2廳3衛,有裝潢有景觀前後陽台有 511 人也在關注這間👀,13900萬,"13,900",13900萬,兩個以上車位,,,,,
2025_11_21 18_00_28,14,https://www.sinyi.com.tw//buy/house/50585P?breadcrumb=list,文學豪邸●奧之細道奧之細道,台北市士林區天玉街,大樓,23.2年,建坪 151.44,主 + 陽78.85,7樓/19樓,1廳,毛胚屋前後陽台有陽台有 351 人也在關注這間👀,14500萬,"14,500",14500萬,兩個以上車位,,,,,
2025_11_21 18_00_28,14,https://www.sinyi.com.tw//buy/house/9914TX?breadcrumb=list,稀有釋出宏盛得意山莊美景宏盛得意山莊-春...,台北市北投區三合街一段,華廈,7.6年,建坪 61.73,主 + 陽31.33,4樓/9樓,3房2廳2衛,有裝潢有景觀前後陽台有 1321 人也在關注這間👀,5980萬,"5,980",5980萬,坡道平面車位,,,,,
2025_11_21 18_00_28,14,https://www.sinyi.com.tw//buy/house/1378AB?breadcrumb=list,【專任】電梯美三房千琚美,台北市北投區大同街,大樓,1.4年,建坪 49.06,主 + 陽23.63,7樓/18樓,3房2廳2衛,有景觀有陽台廁所開窗有 1312 人也在關注這間👀,4488萬,"4,488",4488萬,坡道平面車位,,,,,
2025_11_21 18_00_38,15,https://www.sinyi.com.tw//buy/house/6531VC?breadcrumb=list,冠德天相附雙車位天相,台北市士林區天母東路,華廈,23.8年,建坪 69.72,主 + 陽36.44,4樓/7樓,4房2廳2衛(含加蓋1房),有裝潢有陽台廁所開窗有 587 人也在關注這間👀,5980萬,"5,980",5980萬,兩個以上車位,,,,,
2025_11_21 18_00_38,15,https://www.sinyi.com.tw//buy/house/8084QG?breadcrumb=list,獨家！新潤電梯三房坡平車新潤峰耘,台北市松山區寶清街,大樓,8.0年,建坪 57.99,主 + 陽30.18,6樓/13樓,3房2廳2衛,有裝潢有景觀有陽台有 2424 人也在關注這間👀,5688萬,"5,688",5688萬,坡道平面車位,,,,,
2025_11_21 18_00_38,15,https://www.sinyi.com.tw//buy/house/5327KQ?breadcrumb=list,專任－花園１樓裝潢面中庭松山新城乙標第十...,台北市松山區健康路,大樓,23.5年,建坪 41.44,主 + 陽24.64,1樓/18樓,3房2廳1衛,有裝潢有陽台房間皆有窗有 1172 人也在關注這間👀,3998萬,"3,998",3998萬,,,,,,
2025_11_21 18_00_38,15,https://www.sinyi.com.tw//buy/house/3393GT?breadcrumb=list,考試院挑高採光雅居,台北市文山區木柵路一段,華廈,20.5年,建坪 34.39,主 + 陽22.3,9樓/9樓,2房2廳2衛1室(含加蓋1房1室),有裝潢有景觀有陽台有 1479 人也在關注這間👀,2568萬,"2,568",2568萬,,,,,,
2025_11_21 18_00_38,15,https://www.sinyi.com.tw//buy/house/5649TT?breadcrumb=list,太平洋閣廈Ａ太平洋閣廈A區,台北市中山區北安路,華廈,27.5年,建坪 47.83,主 + 陽28.3,6樓/9樓,3房2廳2衛,有裝潢有景觀廁所開窗有 763 人也在關注這間👀,4388萬,"4,388",4388萬,坡道平面車位,,,,,
2025_11_21 18_00_38,15,https://www.sinyi.com.tw//buy/house/2390ZF?breadcrumb=list,環翠庭高樓美邸兩房環翠庭,台北市松山區八德路三段,大樓,36.9年,建坪 12.86,主 + 陽10.76,9樓/12樓,2房2廳1衛,有裝潢有景觀房間皆有窗有 1354 人也在關注這間👀,1980萬,"1,980",1980萬,,,,,,
2025_11_21 18_00_38,15,https://www.sinyi.com.tw//buy/house/3990LQ?breadcrumb=list,［懷石］雅緻質感電梯三房懷石,台北市北投區大業路,華廈,29.1年,建坪 56.54,主 + 陽32.3,7樓/9樓,3房2廳3衛1室,有裝潢有景觀前後陽台有 941 人也在關注這間👀,4280萬,"4,280",4280萬,坡道平面車位,,,,,
2025_11_21 18_00_38,15,https://www.sinyi.com.tw//buy/house/8836WZ?breadcrumb=list,開闊山景精美兩房樹山丘,台北市北投區稻香路,華廈,4.2年,建坪 49.31,主 + 陽16.78,4樓/5樓,2房2廳1衛,有裝潢有景觀房間皆有窗有 3138 人也在關注這間👀,2498萬,"2,498",2498萬,兩個以上車位,,,,,
2025_11_21 18_00_38,15,https://www.sinyi.com.tw//buy/house/5598ZP?breadcrumb=list,３房坡平★碧湖君鄰歡迎您碧湖君鄰,台北市內湖區內湖路二段,大樓,11.1年,建坪 55.84,主 + 陽29.12,8樓/12樓,3房2廳2衛,有裝潢有景觀前後陽台有 1376 人也在關注這間👀,5188萬,"5,188",5188萬,坡道平面車位,,,,,
2025_11_21 18_00_38,15,https://www.sinyi.com.tw//buy/house/7028WG?breadcrumb=list,★專任★文德美妝電梯三房冠德景中樓(陽光...,台北市內湖區文德路,華廈,33.0年,建坪 38.64,主 + 陽28.69,4樓/7樓,3房2廳2衛,有裝潢前後陽台有陽台有 2867 人也在關注這間👀,3265萬,"3,265",3265萬,,,,,,
2025_11_21 18_00_38,15,https://www.sinyi.com.tw//buy/house/0038FM?breadcrumb=list,大安森林公園時尚明亮二房宏普PARK,台北市大安區建國南路一段,大樓,7.6年,建坪 20.49,主 + 陽12.88,3樓/14樓,2房2廳1衛,有裝潢有陽台廁所開窗有 4261 人也在關注這間👀,3380萬,"3,380",3380萬,,,,,,
2025_11_21 18_00_38,15,https://www.sinyi.com.tw//buy/house/6191QS?breadcrumb=list,獨家美裝潢公園景電梯三房明湖國宅（山下）,台北市內湖區康寧路三段,華廈,30.6年,建坪 38.47,主 + 陽28.14,5樓/8樓,3房2廳2衛1室,有裝潢有景觀有陽台有 2406 人也在關注這間👀,2880萬,"2,880",2880萬,,,,,,
2025_11_21 18_00_38,15,https://www.sinyi.com.tw//buy/house/5487HM?breadcrumb=list,禾碩榮星｜公園景觀精品宅禾碩榮星,台北市中山區五常街,大樓,9.9年,建坪 20.35,主 + 陽10.63,9樓/12樓,1房1廳1衛,有裝潢有景觀有陽台有 3407 人也在關注這間👀,2526萬,"2,526",2526萬,塔式車位,,,,,
2025_11_21 18_00_38,15,https://www.sinyi.com.tw//buy/house/3514GL?breadcrumb=list,香榭帝寶精美三房有車位香榭帝寶,台北市南港區重陽路,大樓,3.8年,建坪 54.93,主 + 陽28.53,9樓/14樓,3房2廳2衛,有裝潢有景觀前後陽台有 1024 人也在關注這間👀,5888萬,"5,888",5888萬,坡道平面車位,,,,,
2025_11_21 18_00_38,15,https://www.sinyi.com.tw//buy/house/1026KN?breadcrumb=list,花園綠地電梯三房美麗人生基河國宅一期-E...,台北市內湖區行善路,華廈,28.5年,建坪 39.28,主 + 陽25.2,6樓/9樓,3房2廳1.5衛,有裝潢有景觀有陽台有 415 人也在關注這間👀,3080萬,"3,080",3080萬,,,,,,
2025_11_21 18_00_38,15,https://www.sinyi.com.tw//buy/house/5999AG?breadcrumb=list,計畫香榭遼闊靜心山景美信義香榭,台北市信義區信義路五段,大樓,18.9年,建坪 14.8,主 + 陽9.25,6樓/19樓,1房1廳1衛,有裝潢有景觀有陽台有 870 人也在關注這間👀,1780萬,"1,780",1780萬,,,,,,
2025_11_21 18_00_38,15,https://www.sinyi.com.tw//buy/house/9696VT?breadcrumb=list,★稀有南宅面南港公園★南港國宅,台北市南港區福德街,大樓,27.5年,建坪 38.58,主 + 陽23.45,5樓/14樓,3房2廳1衛,有裝潢有景觀前後陽台有 954 人也在關注這間👀,2580萬,"2,580",2580萬,,,,,,
2025_11_21 18_00_38,15,https://www.sinyi.com.tw//buy/house/9280DK?breadcrumb=list,ＮＥＷ民生圓環電梯４房建成花園大樓,台北市松山區民生東路五段,大樓/辦公,36.4年,建坪 48.25,主 + 陽42.07,8樓/20樓,4房2廳2衛,有裝潢有景觀前後陽台有 459 人也在關注這間👀,4588萬,"4,588",4588萬,,,,,,
2025_11_21 18_00_38,15,https://www.sinyi.com.tw//buy/house/7359KD?breadcrumb=list,店長推薦大安３房電梯美廈大安路一段19巷...,台北市大安區大安路一段,華廈,49.2年,建坪 37.04,主 + 陽33.77,4樓/7樓,3房2廳2衛,有裝潢前後陽台有陽台有 831 人也在關注這間👀,3998萬,"3,998",3998萬,,,,,,
2025_11_21 18_00_38,15,https://www.sinyi.com.tw//buy/house/6480RD?breadcrumb=list,松江南京站超值長春路住辦,台北市中山區長春路,大樓/辦公,50.4年,建坪 12.93,主 + 陽10.58,6樓/12樓,1房1廳1衛,有裝潢有景觀有陽台有 2114 人也在關注這間👀,990萬,990,990萬,,,,,,
2025_11_21 18_00_46,16,https://www.sinyi.com.tw//buy/house/2119JU?breadcrumb=list,大安Ｖ邊間採光二房車位大安VISION,台北市大安區光復南路,大樓,8.5年,建坪 45.3,主 + 陽19.64,9樓/14樓,2房2廳1衛,有裝潢廁所開窗警衛管理有 757 人也在關注這間👀,4680萬,"4,680",4680萬,兩個以上車位,,,,,
2025_11_21 18_00_46,16,https://www.sinyi.com.tw//buy/house/68088S?breadcrumb=list,天墅面公園河景天墅,台北市北投區天母西路,大樓,19.0年,建坪 126.13,主 + 陽57.64,6樓/23樓,4房2廳5衛2室(含加蓋1房1衛),毛胚屋有景觀前後陽台有 731 人也在關注這間👀,13800萬,"13,800",13800萬,兩個以上車位,,,,,
2025_11_21 18_00_46,16,https://www.sinyi.com.tw//buy/house/52590M?breadcrumb=list,【專任信義一品】尊爵景觀信義一品,台北市信義區中坡南路,大樓,4.6年,建坪 68.43,主 + 陽35.36,6樓/20樓,3房2廳2衛,有裝潢有景觀前後陽台有 872 人也在關注這間👀,6880萬,"6,880",6880萬,坡道平面車位,,,,,
2025_11_21 18_00_46,16,https://www.sinyi.com.tw//buy/house/9847SZ?breadcrumb=list,北投東初和風景觀湯屋,台北市北投區光明路,店面,40.2年,建坪 13.3,主 + 陽10.81,5樓/5樓,1房1廳1衛,有裝潢有陽台警衛管理有 46 人也在關注這間👀,698萬,698,698萬,,,,,,
2025_11_21 18_00_46,16,https://www.sinyi.com.tw//buy/house/0463YS?breadcrumb=list,捷運鉑麗絕美３房鉑麗,台北市中山區中山北路二段,大樓,16.1年,建坪 65.71,主 + 陽34.55,8樓/12樓,3房2廳2衛1室,有裝潢有景觀有陽台有 184 人也在關注這間👀,6500萬,"6,500",6500萬,升降平面車位,,,,,
2025_11_21 18_00_46,16,https://www.sinyi.com.tw//buy/house/6295VZ?breadcrumb=list,來都來了！看看美屋！,台北市中山區新生北路二段,華廈,35.9年,建坪 13.23,主 + 陽7.1,5樓/6樓,1房1廳1衛(含加蓋1房),有裝潢具垃圾處理近公園有 1671 人也在關注這間👀,1180萬,"1,180",1180萬,,,,,,
2025_11_21 18_00_46,16,https://www.sinyi.com.tw//buy/house/2596HV?breadcrumb=list,禾碩榮星正面公園邊間美妝禾碩榮星,台北市中山區五常街,大樓,9.9年,建坪 20.35,主 + 陽10.63,7樓/12樓,1房1廳1衛,有裝潢有景觀有陽台有 413 人也在關注這間👀,2498萬,"2,498",2498萬,塔式車位,,,,,
2025_11_21 18_00_46,16,https://www.sinyi.com.tw//buy/house/5273NV?breadcrumb=list,捷運泳池双湖精美三房雙湖匯/双湖滙,台北市內湖區成功路四段,大樓,7.7年,建坪 72.31,主 + 陽42.09,12樓/29樓,3房2廳2衛,有裝潢有景觀前後陽台有 826 人也在關注這間👀,7800萬,"7,800",7800萬,坡道平面車位,,,,,
2025_11_21 18_00_46,16,https://www.sinyi.com.tw//buy/house/6667QP?breadcrumb=list,［靜心］干邑莊園大器三房太平洋盛宴干邑區,台北市文山區興隆路二段,大樓,11.5年,建坪 60.26,主 + 陽32.44,9樓/11樓,3房2廳2衛,有景觀有陽台廁所開窗有 595 人也在關注這間👀,4280萬,"4,280",4280萬,坡道平面車位,,,,,
2025_11_21 18_00_46,16,https://www.sinyi.com.tw//buy/house/7324ML?breadcrumb=list,★世外桃源稀有釋出★,台北市北投區大屯路,華廈,13.2年,建坪 46.15,主 + 陽25.91,3樓/5樓,3房2廳2衛(含加蓋1房),有裝潢有景觀前後陽台有 622 人也在關注這間👀,2980萬,"2,980",2980萬,坡道機械車位,,,,,
2025_11_21 18_00_46,16,https://www.sinyi.com.tw//buy/house/6178XF?breadcrumb=list,金華國中公寓２樓,台北市大安區師大路,公寓,58.0年,建坪 21.77,主 + 陽21.77,2樓/4樓,2房2廳1衛,有裝潢前後陽台有陽台有 1961 人也在關注這間👀,2188萬,"2,188",2188萬,,,,,,
2025_11_21 18_00_46,16,https://www.sinyi.com.tw//buy/house/9310GP?breadcrumb=list,專任星雲社區美妝公寓,台北市內湖區星雲街,公寓,41.7年,建坪 40.16,主 + 陽32.48,5樓/5樓,5房2廳4衛1室(含加蓋2房2衛),有裝潢有景觀前後陽台有 303 人也在關注這間👀,2350萬,"2,350",2350萬,,,,,,
2025_11_21 18_00_46,16,https://www.sinyi.com.tw//buy/house/93422S?breadcrumb=list,專任！高樓景觀欒樹真極品天母極品,台北市士林區忠誠路一段,大樓,29.8年,建坪 72.09,主 + 陽41.51,9樓/13樓,3房2廳2衛1室,有裝潢有景觀前後陽台有 1912 人也在關注這間👀,6888萬,"6,888",6888萬,升降平面車位,,,,,
2025_11_21 18_00_46,16,https://www.sinyi.com.tw//buy/house/3162JF?breadcrumb=list,北市一樓孝親首購之選,台北市士林區重慶北路四段,公寓,58.7年,建坪 18.19,主建物18.19,1樓/2樓,2房2廳1衛,有裝潢廁所開窗近公園有 388 人也在關注這間👀,1520萬,"1,520",1520萬,,,,,,
2025_11_21 18_00_46,16,https://www.sinyi.com.tw//buy/house/5406HC?breadcrumb=list,臻盛英倫三房車位臻盛英倫,台北市北投區自強街,大樓,16.3年,建坪 59.48,主 + 陽34.33,8樓/14樓,3房2廳2衛1室,有裝潢有景觀廁所開窗有 171 人也在關注這間👀,5880萬,"5,880",5880萬,坡道平面車位,,,,,
2025_11_21 18_00_46,16,https://www.sinyi.com.tw//buy/house/3897YD?breadcrumb=list,行善美宅好看屋基河國宅一期-B...,台北市內湖區行善路,華廈,27.6年,建坪 38.53,主 + 陽25.23,2樓/9樓,3房2廳1.5衛,前後陽台有陽台廁所開窗有 245 人也在關注這間👀,2798萬,"2,798",2798萬,,,,,,
2025_11_21 18_00_46,16,https://www.sinyi.com.tw//buy/house/5909TS?breadcrumb=list,富陽捷運邊間二樓美寓,台北市信義區富陽街,公寓,56.4年,建坪 28.65,主 + 陽28.65,2樓/4樓,3房2廳2衛,有裝潢有陽台廁所開窗有 152 人也在關注這間👀,2500萬,"2,500",2500萬,,,,,,
2025_11_21 18_00_46,16,https://www.sinyi.com.tw//buy/house/8333UD?breadcrumb=list,誠售！降價莊敬路三樓,台北市信義區莊敬路,公寓,51.4年,建坪 26.82,主 + 陽26.82,3樓/4樓,3房2廳1.5衛,有裝潢有景觀有陽台有 1470 人也在關注這間👀,2360萬,"2,360",2360萬,,,,,,
2025_11_21 18_00_46,16,https://www.sinyi.com.tw//buy/house/8049JW?breadcrumb=list,敦北翠苑高樓三房敦北翠苑,台北市松山區敦化北路,大樓,31.4年,建坪 51.83,主 + 陽30.74,11樓/12樓,3房2廳2衛,有裝潢有景觀有陽台有 671 人也在關注這間👀,5980萬,"5,980",5980萬,,,,,,
2025_11_21 18_00_46,16,https://www.sinyi.com.tw//buy/house/5058WB?breadcrumb=list,近新光三越誠品質感美妝屋,台北市中山區中山北路一段,公寓,51.0年,建坪 37.88,主 + 陽35.82,3樓/4樓,2房2廳2衛2室,有裝潢有陽台廁所開窗有 296 人也在關注這間👀,3660萬,"3,660",3660萬,,,,,,
2025_11_21 18_00_57,17,https://www.sinyi.com.tw//buy/house/5325QQ?breadcrumb=list,清社奇岩景觀４房車位,台北市北投區崇仰一路,大樓,28.3年,建坪 57.89,主 + 陽33.3,3樓/11樓,4房2廳2衛,有裝潢有景觀前後陽台有 1881 人也在關注這間👀,2680萬,"2,680",2680萬,坡道平面車位,,,,,
