鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學三十六街８２號十二樓,14.4,1140426,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1130510,113.6,2,2,1,有,有,7600000,66901,坡道平面,30.64,0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區興泰街６０號二樓,22.63,1140421,土地1建物1車位2,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1131107,185.79,2,1,2,有,有,16500000,111479,坡道平面,58.86,2350000
左營區,房地(土地+建物),高雄市左營區海明街７１號三樓之２,10.6,1140420,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960716,81.87,2,2,1,有,有,7150000,87334,,0,0
楠梓區,房地(土地+建物),高雄市楠梓區大學西路５１號十五樓,10.37,1140425,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1080522,78.81,2,1,1,有,有,7420000,94150,,0,0
左營區,房地(土地+建物),高雄市左營區富國路１５號四樓,12.12,1140402,土地1建物1車位0,四層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830707,148,4,2,2,有,有,11880000,80270,,0,0
鳳山區,房地(土地+建物),高雄市鳳山區中山東路２２９巷１５弄１３７號六樓,17.98,1140411,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,810410,94.05,3,2,2,有,無,6600000,70175,,0,0
鳳山區,房地(土地+建物)+車位,高雄市鳳山區瑞春街１４巷２２號九樓,26.1,1140416,土地2建物1車位1,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840418,152.8,3,2,2,有,有,11500000,75262,坡道機械,0,0
鳳山區,房地(土地+建物),高雄市鳳山區建國路三段５８１號二樓,6.47,1140418,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,980330,75.95,2,2,1,有,有,6900000,90849,,0,0
路竹區,房地(土地+建物),高雄市路竹區華昌街２７巷９弄３號,89.38,1140425,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,970512,197.07,4,2,3,有,無,15300000,77637,,0,0
鼓山區,房地(土地+建物),高雄市鼓山區龍德路１０６巷６弄１號五樓,23.33,1140425,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730430,76.05,3,2,2,有,無,4250000,55884,,0,0
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕國街３４１號十樓,17.42,1140427,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931104,142.46,3,2,2,有,有,15900000,111610,坡道平面,18.64,0
鼓山區,房地(土地+建物),高雄市鼓山區龍勝路７６號二樓,12.33,1140413,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941213,119.02,3,2,2,有,有,12200000,102504,,0,0
前金區,房地(土地+建物),高雄市前金區中華三路２１７號十一樓之２,2.96,1140409,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840811,34.49,1,1,1,有,有,2500000,72485,,0,0
苓雅區,房地(土地+建物)+車位,高雄市苓雅區三多二路１１號十四樓之５,12.99,1140427,土地2建物1車位1,十四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100825,145.32,3,2,2,有,有,14900000,102532,坡道平面,20.63,0
小港區,房地(土地+建物),高雄市小港區宏泰街８０巷６號六樓,24.4,1140421,土地1建物1車位0,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870420,147.48,4,2,2,有,有,6800000,46108,,0,0
三民區,房地(土地+建物),高雄市三民區大利街３６巷８號五樓,22.41,1140422,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740216,89.52,3,2,2,有,無,2620000,29267,,0,0
三民區,房地(土地+建物),高雄市三民區正豐街８４號,60.95,1140409,土地1建物1車位0,全,三層,透天厝,住商用,加強磚造,640720,151.2,4,3,5,有,無,18500000,122354,,0,0
三民區,房地(土地+建物)+車位,高雄市三民區褒揚街１６８號十二樓,7.73,1140424,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140213,94.72,2,2,2,有,有,12390000,129797,其他,10.82,1500000
三民區,房地(土地+建物)+車位,高雄市三民區褒揚街１７６號五樓,11.04,1140425,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140213,142.62,2,2,2,有,有,16290000,117534,坡道平面,22.74,2200000
三民區,房地(土地+建物),高雄市三民區陽明路５８巷３之２號,34.3,1140411,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680625,75.41,3,2,2,有,無,6300000,83543,,0,0
三民區,房地(土地+建物),高雄市三民區河北二路１００號十六樓之１７,1.72,1140424,土地1建物1車位0,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,800314,22.71,1,1,1,有,無,1190000,52423,,0,0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區海專路２３７號十三樓,13.48,1140405,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1041103,110.01,2,2,1,有,有,10400000,94537,坡道平面,26.85,0
鳳山區,房地(土地+建物),高雄市鳳山區北隆街９５之４號,62,1140425,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,780905,188.11,6,2,4,有,無,9580000,50928,,0,0
鳳山區,房地(土地+建物)+車位,高雄市鳳山區頂新五街４２號十二樓,13.97,1140407,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1050204,160.86,3,2,2,有,有,13500000,83924,坡道平面,20.38,0
鳳山區,房地(土地+建物),高雄市鳳山區北昌二街７５號三樓,11.05,1140427,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1040103,81.07,2,1,1,有,有,7300000,90046,,0,0
鳳山區,房地(土地+建物),高雄市鳳山區北辰街９號,67.17,1140420,土地2建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,701012,137.49,3,2,3,有,無,11450000,83279,,0,0
鳳山區,房地(土地+建物),高雄市鳳山區澄清路１５５巷４之２號,27.2,1140427,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,681129,94.68,3,1,2,有,無,5300000,55978,,0,0
仁武區,房地(土地+建物),高雄市仁武區仁忠路１２９號,67.23,1140406,土地1建物1車位0,全,四層,透天厝,其他,鋼筋混凝土造,920316,196.16,4,1,3,有,無,22000000,112153,,0,0
鳥松區,房地(土地+建物),高雄市鳥松區琅環二街６１號,143.41,1140424,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1130319,386.76,6,2,6,有,無,38500000,99545,,0,0
湖內區,房地(土地+建物),高雄市湖內區湖中路４６０巷１７弄３２號,94.82,1140410,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1041224,192.02,5,2,3,有,無,12500000,65097,,0,0
大寮區,房地(土地+建物),高雄市大寮區民和街７５號,62,1140422,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,740505,92.82,4,2,3,有,無,10300000,110967,,0,0
林園區,房地(土地+建物),高雄市林園區頂厝路１３３巷３號,196,1140418,土地1建物1車位0,全,一層,透天厝,住家用,加強磚造,621230,120.44,3,2,2,有,無,5000000,41514,,0,0
林園區,房地(土地+建物),高雄市林園區一心街９巷２之３號,26.48,1140423,土地3建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700410,59.69,2,2,1,有,無,800000,13403,,0,0
楠梓區,房地(土地+建物),高雄市楠梓區朝明路１１６巷６６號五樓,7.26,1140427,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1060123,70.35,2,2,1,有,有,6600000,93817,,0,0
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東六街１６７號十七樓,8.53,1140410,土地1建物1車位1,十七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1120321,130.37,3,2,2,有,有,18020000,146357,坡道機械,18.52,1650000
鼓山區,房地(土地+建物),高雄市鼓山區日昌路３３巷１弄４號,66,1140430,土地1建物1車位0,全,二層,透天厝,,加強磚造,611115,68.44,3,2,2,有,無,6000000,87668,,0,0
苓雅區,房地(土地+建物),高雄市苓雅區四維四路１７２之３號十一樓,6.75,1140404,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,770623,72.51,2,1,1,有,有,5350000,73783,,0,0
苓雅區,房地(土地+建物),高雄市苓雅區澄清路３３巷５０號六樓,32.39,1140421,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土結構造,691201,82.96,3,2,1,有,有,6000000,72324,,0,0
苓雅區,房地(土地+建物),高雄市苓雅區武聖路１０巷４號三樓,22.44,1140425,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,751203,70.63,3,2,2,有,無,3770000,53377,,0,0
前鎮區,房地(土地+建物),高雄市前鎮區瑞隆路４２２巷２４號,59,1140407,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,600724,75.49,3,2,1,有,無,7600000,100676,,0,0
前鎮區,房地(土地+建物),高雄市前鎮區崗山南街４５９巷４６號,70.91,1140420,土地3建物1車位0,全,二層,透天厝,住家用,加強磚造,600512,68.8,6,2,5,有,無,13150000,191134,,0,0
小港區,房地(土地+建物),高雄市小港區中船一村３３之６號,42.75,1140408,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660424,84.43,3,2,2,有,無,3500000,41454,,0,0
小港區,房地(土地+建物),高雄市小港區山明路６１６之１號四樓,11.9,1140411,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830705,71.59,2,2,1,有,無,4800000,67048,,0,0
前鎮區,房地(土地+建物),高雄市前鎮區佛佑路２５號六樓,21.2,1140419,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830503,129.96,4,2,2,有,有,6000000,46168,,0,0
三民區,房地(土地+建物)+車位,高雄市三民區灣中街２５１之２號八樓,13.87,1140403,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950711,107.98,2,1,1,有,有,9816800,90913,坡道平面,22.19,0
三民區,房地(土地+建物)+車位,高雄市三民區鼎強街６８號二十二樓之５,11.25,1140406,土地1建物1車位1,二十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1120511,104.48,2,2,2,有,有,12000000,106634,坡道機械,6.95,1600000
三民區,房地(土地+建物)+車位,高雄市三民區褒揚街１６８號十四樓,7.73,1140424,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140213,106.63,2,2,2,有,有,13300000,132316,坡道平面,22.74,2200000
三民區,房地(土地+建物)+車位,高雄市三民區褒揚街１７２之１號十一樓,11.37,1140430,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140213,146.2,2,2,2,有,有,17630000,122550,坡道平面,22.74,2500000
三民區,房地(土地+建物)+車位,高雄市三民區褒揚街１６８號十一樓,7.73,1140428,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1140213,94.72,2,2,2,有,有,12270000,130155,其他,10.82,1350000
三民區,房地(土地+建物),高雄市三民區九如一路８５３之６號,21.62,1140402,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,671216,69.75,3,2,1,有,有,3200000,45878,,0,0
三民區,房地(土地+建物),高雄市三民區民豐路６７號,62,1140424,土地1建物1車位0,全,四層,透天厝,,鋼筋混凝土造,731219,233.15,5,2,4,有,無,14020000,60133,,0,0
楠梓區,房地(土地+建物),高雄市楠梓區久昌街５３巷５號五樓之２,27.54,1140407,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701222,66.58,2,2,1,有,無,2300000,34545,,0,0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區經建路８２號二樓,16.44,1140407,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1081104,126.28,3,1,2,有,有,11500000,91067,坡道機械,11.62,0
楠梓區,建物,高雄市楠梓區開發路１１之３號,0,1140430,土地0建物1車位0,三層,四層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,730817,990.78,0,0,0,無,無,19500000,19681,,0,0
楠梓區,房地(土地+建物),高雄市楠梓區壽豐路４３３巷２弄１７之５號,26.02,1140426,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690626,72.21,3,1,1,有,無,2800000,38776,,0,0
橋頭區,房地(土地+建物),高雄市橋頭區里林東路１９號五樓之３,21.13,1140423,土地2建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140320,72.87,2,2,2,有,有,6800000,93317,,0,0
鳳山區,房地(土地+建物),高雄市鳳山區中山東路７６巷３１號,84,1140404,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,620326,88.16,3,2,2,有,無,8450000,95848,,0,0
鳥松區,房地(土地+建物),高雄市鳥松區澄新一街２４巷３之１號,83,1140411,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,751201,98.08,3,2,2,有,無,5100000,51998,,0,0
鳥松區,房地(土地+建物),高雄市鳥松區松埔北巷２之９６號十樓之１,5.71,1140410,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860204,44.62,1,2,1,有,有,2100000,47064,,0,0
仁武區,房地(土地+建物)+車位,高雄市仁武區仁雄路９８之３號五樓,23.23,1140427,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,930609,110.67,2,1,2,有,有,6500000,58733,坡道平面,16.02,0
路竹區,房地(土地+建物),高雄市路竹區大社路５３２巷４８號,109.84,1140402,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1140219,203.16,5,2,5,有,無,15720000,77377,,0,0
大寮區,房地(土地+建物),高雄市大寮區周廣街１０５號,71.97,1140421,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,791228,197.86,6,2,3,有,無,11000000,55595,,0,0
大寮區,房地(土地+建物)+車位,高雄市大寮區信隆街３２號六樓之２,38.19,1140415,土地1建物1車位2,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140107,173.25,3,1,2,有,有,13390000,86174,一樓平面,52.68,3000000
大寮區,房地(土地+建物),高雄市大寮區鳳林一路３００巷２９之６號,192.82,1140402,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1060717,287.86,5,1,5,有,無,16000000,55583,,0,0
林園區,房地(土地+建物)+車位,高雄市林園區文化街２巷７號三樓,22.91,1140419,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土,1091106,85.02,2,1,2,有,無,5300000,62338,坡道平面,14.1,0
左營區,房地(土地+建物),高雄市左營區大中二路６３２號二樓之２,4.43,1140423,土地1建物1車位0,二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841020,83.92,1,2,1,有,有,4500000,53622,,0,0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二街１３號十一樓,15.3,1140417,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1101213,131.08,2,2,1,有,有,11000000,83918,坡道平面,28.73,0
苓雅區,房地(土地+建物),高雄市苓雅區英義街１１２巷１２號,28.85,1140416,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,680113,77.16,3,2,2,有,無,6900000,89425,,0,0
苓雅區,房地(土地+建物),高雄市苓雅區自強三路５號二十一樓之２,0.6,1140414,土地2建物1車位0,二十一層,八十五層,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,880401,34.9,1,1,1,有,有,1850000,53009,,0,0
