抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,原始價格,目前價格,原始及目前價格,是否含車位價格,,
2025_11_24 10_04_10,14,https://www.sinyi.com.tw//buy/house/1144VZ?breadcrumb=list,捷運宅｜惠宇清朗｜惠宇清朗,台中市北區中清路一段,大樓,8.2年,建坪 57.61,主 + 陽31.3,6樓/14樓,3房2廳2衛,有裝潢前後陽台有陽台有 1112 人也在關注這間👀,"3,188萬","2,980","3,188萬2,980萬",坡道平面車位,,
2025_11_24 10_04_10,14,https://www.sinyi.com.tw//buy/house/2517LR?breadcrumb=list,★聯聚方庭裝潢精緻二車位聯聚方庭,台中市西屯區市政路,大樓,15.0年,建坪 128.9,主 + 陽68.6,21樓/39樓,4房2廳3衛,有裝潢有景觀前後陽台有 450 人也在關注這間👀,"7,388萬","6,888","7,388萬6,888萬",兩個以上車位,,
2025_11_24 10_04_10,14,https://www.sinyi.com.tw//buy/house/0018NF?breadcrumb=list,近康橋正五權南路精美店住,台中市南區五權南路,店面/公寓,43.9年,建坪 38.97,主建物23.81,B1-2樓/5樓,3房3廳3衛(含加蓋2房2衛),有陽台廁所開窗房間皆有窗有 35 人也在關注這間👀,"1,688萬","1,498","1,688萬1,498萬",,,
2025_11_24 10_04_10,14,https://www.sinyi.com.tw//buy/house/1288BK?breadcrumb=list,專任！勝美裝潢大２房MY勝美,台中市西屯區青海路二段,大樓,5.4年,建坪 41.8,主 + 陽22.15,11樓/15樓,2房2廳1衛,有裝潢有景觀前後陽台有 371 人也在關注這間👀,"1,888萬","1,888","1,888萬",坡道平面車位,,
2025_11_24 10_04_10,14,https://www.sinyi.com.tw//buy/house/3928HV?breadcrumb=list,國安乙區三房衛浴開窗國安國宅乙區,台中市西屯區國安一路,大樓,29.5年,建坪 39.43,主 + 陽23.99,6樓/12樓,3房2廳2衛,有裝潢前後陽台有陽台有 162 人也在關注這間👀,988萬,928,988萬928萬,,,
2025_11_24 10_04_10,14,https://www.sinyi.com.tw//buy/house/0074DP?breadcrumb=list,中科美四房平車瑞聯天地B區,台中市西屯區福瑞街,大樓,30.9年,建坪 54.03,主 + 陽37.24,5樓/16樓,4房2廳2衛,有裝潢前後陽台有陽台有 394 人也在關注這間👀,"1,388萬","1,298","1,388萬1,298萬",坡道平面車位,,
2025_11_24 10_04_10,14,https://www.sinyi.com.tw//buy/house/9635FU?breadcrumb=list,專任南屯公益商圈採光３房,台中市南屯區黎明路二段,華廈,42.8年,建坪 22.22,主 + 陽22.22,7樓/7樓,3房2廳1衛,有景觀有陽台房間皆有窗有 1710 人也在關注這間👀,798萬,738,798萬738萬,,,
2025_11_24 10_04_10,14,https://www.sinyi.com.tw//buy/house/8610DQ?breadcrumb=list,南區近中山醫三房車位未來之翼,台中市南區文心南十路,大樓,19.4年,建坪 35.07,主 + 陽23.67,14樓/32樓,3房2廳2衛,有裝潢有景觀有陽台有 1064 人也在關注這間👀,"1,258萬","1,198","1,258萬1,198萬",坡道機械車位,,
2025_11_24 10_04_10,14,https://www.sinyi.com.tw//buy/house/3511FG?breadcrumb=list,惠宇樂觀高樓遠眺視野惠宇樂觀,台中市北屯區太原路三段,大樓,5.3年,建坪 39.76,主 + 陽18.73,11樓/14樓,2房2廳2衛,有裝潢有景觀有陽台有 113 人也在關注這間👀,"1,850萬","1,850","1,850萬",坡道平面車位,,
2025_11_24 10_04_10,14,https://www.sinyi.com.tw//buy/house/7515LK?breadcrumb=list,ＬＲＢ制震首購三房車位浪漫紐約,台中市北區進化北路,大樓,17.9年,建坪 37.13,主 + 陽24,3樓/15樓,3房2廳2衛,有景觀有陽台廁所開窗有 984 人也在關注這間👀,"1,588萬","1,488","1,588萬1,488萬",坡道機械車位,,
2025_11_24 10_04_10,14,https://www.sinyi.com.tw//buy/house/5752XB?breadcrumb=list,稀有！舜元知茵四房雙平車,台中市北屯區同榮路,大樓,2.7年,建坪 79.34,主 + 陽38.45,14樓/14樓,4房2廳3衛1室,有裝潢廁所開窗房間皆有窗有 86 人也在關注這間👀,"3,988萬","3,988","3,988萬",兩個以上車位,,
2025_11_24 10_04_10,14,https://www.sinyi.com.tw//buy/house/3549LH?breadcrumb=list,宏亞嶺匯兩房平車宏亞嶺匯,台中市南屯區文山十街,大樓,8.1年,建坪 39.5,主 + 陽18.8,7樓/12樓,2房2廳1衛,廁所開窗房間皆有窗警衛管理有 220 人也在關注這間👀,"1,580萬","1,488","1,580萬1,488萬",坡道平面車位,,
2025_11_24 10_04_10,14,https://www.sinyi.com.tw//buy/house/04345M?breadcrumb=list,推薦！新青安捷運２房雙衛巴黎第六區,台中市北屯區文心路四段,大樓,12.3年,建坪 27.93,主 + 陽18.45,7樓/22樓,2房2廳2衛,有景觀廁所開窗警衛管理有 148 人也在關注這間👀,"1,380萬","1,298","1,380萬1,298萬",,,
2025_11_24 10_04_10,14,https://www.sinyi.com.tw//buy/house/4385AD?breadcrumb=list,天生贏家低總２房裝潢戶,台中市西屯區寶慶街,華廈,32.3年,建坪 25.16,主建物19.32,3樓/8樓,2房2廳2衛,有裝潢有景觀有陽台有 36 人也在關注這間👀,868萬,868,868萬,,,
2025_11_24 10_04_10,14,https://www.sinyi.com.tw//buy/house/9522BS?breadcrumb=list,惠文國小三房平面車位超越2002,台中市南屯區黎明東街,大樓,21.8年,建坪 38.91,主 + 陽22.65,4樓/14樓,3房2廳2衛,有景觀有陽台房間皆有窗有 275 人也在關注這間👀,"1,700萬","1,700","1,700萬",坡道平面車位,,
2025_11_24 10_04_24,15,https://www.sinyi.com.tw//buy/house/0025UW?breadcrumb=list,新青安首選悠活郡兩房平車悠活郡,台中市太平區新興路,大樓,12.4年,建坪 39.01,主 + 陽19.31,4樓/14樓,2房2廳1衛,有裝潢前後陽台有陽台有 141 人也在關注這間👀,"1,198萬","1,198","1,198萬",坡道平面車位,,
2025_11_24 10_04_24,15,https://www.sinyi.com.tw//buy/house/9250VV?breadcrumb=list,登陽優質戶視野讚登陽林映道,台中市北屯區敦富路,大樓,1.5年,建坪 46.74,主 + 陽24.91,19樓/22樓,3房2廳2衛,有裝潢有景觀前後陽台有 128 人也在關注這間👀,"2,098萬","2,098","2,098萬",坡道平面車位,,
2025_11_24 10_04_24,15,https://www.sinyi.com.tw//buy/house/5601ZC?breadcrumb=list,店長推薦雲品面公園樹景戶微笑世紀B區/雲...,台中市北區育樂街,大樓,6.5年,建坪 32.59,主 + 陽15.19,4樓/22樓,1房1廳1衛,有景觀有陽台警衛管理有 193 人也在關注這間👀,"1,288萬","1,198","1,288萬1,198萬",坡道平面車位,,
2025_11_24 10_04_24,15,https://www.sinyi.com.tw//buy/house/7220VP?breadcrumb=list,大家築三房車位三陽台大家築,台中市南屯區河南路四段,大樓,27.2年,建坪 42.67,主 + 陽27.51,6樓/14樓,3房2廳2衛,前後陽台有陽台廁所開窗有 170 人也在關注這間👀,"1,288萬","1,288","1,288萬",坡道機械車位,,
2025_11_24 10_04_24,15,https://www.sinyi.com.tw//buy/house/6631BM?breadcrumb=list,惠宇青山清靜謐境稀有釋出惠宇青山清,台中市南屯區文心南五路三段,大樓,1.6年,建坪 61.05,主 + 陽29.49,4樓/20樓,1房2廳2衛,有景觀前後陽台有陽台有 292 人也在關注這間👀,"3,120萬","3,120","3,120萬",坡道平面車位,,
2025_11_24 10_04_24,15,https://www.sinyi.com.tw//buy/house/5928HX?breadcrumb=list,新青安皇普莊園兩房低總價皇普莊園,台中市北區進化路,大樓,0.9年,建坪 31.44,主 + 陽16.77,5樓/24樓,2房2廳1衛,有景觀有陽台警衛管理有 708 人也在關注這間👀,"1,388萬","1,288","1,388萬1,288萬",坡道機械車位,,
2025_11_24 10_04_24,15,https://www.sinyi.com.tw//buy/house/5413UY?breadcrumb=list,世紀之頂視野四房雙平車位世紀之頂,台中市西屯區文心路三段,大樓,16.4年,建坪 99.96,主 + 陽58.29,13樓/28樓,4房2廳3衛,有裝潢前後陽台有陽台有 253 人也在關注這間👀,"3,680萬","3,680","3,680萬",兩個以上車位,,
2025_11_24 10_04_24,15,https://www.sinyi.com.tw//buy/house/4640YD?breadcrumb=list,工學商圈次頂樓視野大三房工學天下,台中市南區工學北路,大樓,30.9年,建坪 40.1,主 + 陽30.53,15樓/16樓,3房2廳2衛,有裝潢有景觀有陽台有 62 人也在關注這間👀,"1,108萬","1,058","1,108萬1,058萬",,,
2025_11_24 10_04_24,15,https://www.sinyi.com.tw//buy/house/5736SG?breadcrumb=list,精選科境之南２房車位,台中市大雅區月祥路,華廈,1.1年,建坪 27.07,主 + 陽14.33,7樓/9樓,2房2廳1衛,有裝潢有陽台房間皆有窗有 422 人也在關注這間👀,"1,098萬",888,"1,098萬888萬",坡道機械車位,,
2025_11_24 10_04_24,15,https://www.sinyi.com.tw//buy/house/0381HT?breadcrumb=list,角間採光明亮／四房雙主臥允將大有,台中市西屯區朝馬路,大樓,8.9年,建坪 88.73,主 + 陽48.36,13樓/28樓,4房2廳3衛,有裝潢有景觀前後陽台有 425 人也在關注這間👀,"4,288萬","3,980","4,288萬3,980萬",兩個以上車位,,
2025_11_24 10_04_24,15,https://www.sinyi.com.tw//buy/house/9975RY?breadcrumb=list,兩房首購宅＞勝美術－登峰勝美術-登峰,台中市西區大忠南街,大樓,18.4年,建坪 31.48,主 + 陽18.94,12樓/14樓,2房2廳1衛,有裝潢有陽台房間皆有窗有 2039 人也在關注這間👀,"1,465萬","1,388","1,465萬1,388萬",坡道機械車位,,
2025_11_24 10_04_24,15,https://www.sinyi.com.tw//buy/house/8055RQ?breadcrumb=list,新青安美術ＴＯＰ河畔視野美術TOP,台中市西區五權路,大樓,26.7年,建坪 32.74,主 + 陽25.34,6樓/14樓,3房2廳2衛,有裝潢有景觀前後陽台有 2305 人也在關注這間👀,"1,128萬",898,"1,128萬898萬",,,
2025_11_24 10_04_24,15,https://www.sinyi.com.tw//buy/house/5155RY?breadcrumb=list,冠鈞科博樹梢綠意景觀戶冠鈞科博,台中市北區華興街,華廈,27.0年,建坪 45.51,主 + 陽28.38,2樓/9樓,3房2廳2衛,有裝潢警衛管理具垃圾處理有 406 人也在關注這間👀,"2,169萬","1,688","2,169萬1,688萬",坡道平面車位,,
2025_11_24 10_04_24,15,https://www.sinyi.com.tw//buy/house/2312BS?breadcrumb=list,近Ｇ５捷運站步行可達,台中市北屯區旅順路二段,華廈,35.8年,建坪 31.74,主 + 陽25.23,4樓/7樓,3房2廳2衛,有裝潢前後陽台有陽台有 306 人也在關注這間👀,888萬,838,888萬838萬,,,
2025_11_24 10_04_24,15,https://www.sinyi.com.tw//buy/house/0768ZC?breadcrumb=list,綠光Ｃｉｔｙ美二房視野屋綠光CITY,台中市南屯區永春北路,大樓,11.3年,建坪 40.15,主 + 陽19.55,11樓/12樓,2房2廳1衛,有裝潢有景觀前後陽台有 458 人也在關注這間👀,"1,588萬","1,398","1,588萬1,398萬",坡道平面車位,,
2025_11_24 10_04_24,15,https://www.sinyi.com.tw//buy/house/5660MD?breadcrumb=list,急售！勝美絕美３房MY勝美,台中市西屯區青海路二段,大樓,5.4年,建坪 46.98,主 + 陽26.59,7樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 1348 人也在關注這間👀,"2,580萬","2,458","2,580萬2,458萬",坡道平面車位,,
2025_11_24 10_04_24,15,https://www.sinyi.com.tw//buy/house/8661CW?breadcrumb=list,讚園道綠璟大東家三房平車大東家綠璟,台中市西區美村路一段,大樓,26.3年,建坪 41.41,主 + 陽25.75,6樓/14樓,3房2廳2衛,有裝潢有景觀有陽台有 671 人也在關注這間👀,"1,688萬","1,599","1,688萬1,599萬",坡道平面車位,,
2025_11_24 10_04_24,15,https://www.sinyi.com.tw//buy/house/3659HS?breadcrumb=list,未來雙捷運視野美三房平車太子紐約,台中市北區青島路一段,大樓,22.0年,建坪 44.07,主 + 陽26.39,12樓/13樓,3房2廳2衛,有景觀有陽台房間皆有窗有 431 人也在關注這間👀,"1,850萬","1,750","1,850萬1,750萬",坡道平面車位,,
2025_11_24 10_04_24,15,https://www.sinyi.com.tw//buy/house/5836FH?breadcrumb=list,［東方嘉磐］勤美三房平車東方嘉磐,台中市西區臺灣大道二段,大樓,7.2年,建坪 61.89,主 + 陽33.81,5樓/23樓,3房2廳2衛,前後陽台有陽台廁所開窗有 384 人也在關注這間👀,"3,580萬","3,398","3,580萬3,398萬",坡道平面車位,,
2025_11_24 10_04_24,15,https://www.sinyi.com.tw//buy/house/4430AJ?breadcrumb=list,店長推薦中港綠洲屋主誠售中港綠洲,台中市西屯區工業區一路,華廈,31.8年,建坪 34.97,主 + 陽29.12,2樓/8樓,2房2廳2衛1室,有裝潢有景觀前後陽台有 215 人也在關注這間👀,"1,298萬","1,026","1,298萬1,026萬",坡道機械車位,,
2025_11_24 10_04_37,16,https://www.sinyi.com.tw//buy/house/0261FW?breadcrumb=list,太平洋鋼骨視野三房雙車位太平洋皇家廣場,台中市北屯區崇德路二段,大樓,32.9年,建坪 81.6,主 + 陽50.66,12樓/26樓,3房2廳2衛,有裝潢有景觀前後陽台有 224 人也在關注這間👀,"2,488萬","1,980","2,488萬1,980萬",兩個以上車位,,
2025_11_24 10_04_37,16,https://www.sinyi.com.tw//buy/house/0794JS?breadcrumb=list,蔚藍之邑景觀三房,台中市清水區民族路二段,華廈,7.8年,建坪 36.89,主 + 陽27.73,5樓/10樓,3房2廳2衛,有裝潢有景觀有陽台有 422 人也在關注這間👀,"1,200萬",888,"1,200萬888萬",,,
2025_11_24 10_04_37,16,https://www.sinyi.com.tw//buy/house/56198B?breadcrumb=list,店長推薦！七期視野3房河南天下,台中市西屯區智惠街,大樓,30.7年,建坪 33.71,主 + 陽28.58,9樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 701 人也在關注這間👀,"1,198萬","1,138","1,198萬1,138萬",,,
2025_11_24 10_04_37,16,https://www.sinyi.com.tw//buy/house/6116ZW?breadcrumb=list,近好市多松竹領航兩房車位松竹領航-竹月館,台中市北屯區敦富一街,大樓,3.5年,建坪 39.32,主 + 陽22.84,5樓/13樓,2房2廳1衛1室,有裝潢前後陽台有陽台有 663 人也在關注這間👀,"1,500萬","1,420","1,500萬1,420萬",坡道機械車位,,
2025_11_24 10_04_37,16,https://www.sinyi.com.tw//buy/house/9517QQ?breadcrumb=list,♫八期雙鋼琴精裝兩房車位,台中市南屯區文心南五路一段,大樓,25.7年,建坪 35.08,主 + 陽24.41,12樓/14樓,2房2廳1衛,有裝潢有景觀有陽台有 154 人也在關注這間👀,"1,966萬","1,966","1,966萬",坡道機械車位,,
2025_11_24 10_04_37,16,https://www.sinyi.com.tw//buy/house/6199PX?breadcrumb=list,文華高中旁電梯三房,台中市西屯區永昌二街,華廈,36.0年,建坪 43.82,主 + 陽29.59,4樓/6樓,3房2廳2衛,前後陽台有陽台房間皆有窗有 463 人也在關注這間👀,"1,088萬",888,"1,088萬888萬",,,
2025_11_24 10_04_37,16,https://www.sinyi.com.tw//buy/house/8855WL?breadcrumb=list,西屯青海次頂樓兩房平車勝美MY逢甲,台中市西屯區逢明街,大樓,10.1年,建坪 35.53,主 + 陽16.33,11樓/12樓,2房2廳1衛,有裝潢有景觀有陽台有 881 人也在關注這間👀,"1,588萬","1,498","1,588萬1,498萬",坡道平面車位,,
2025_11_24 10_04_37,16,https://www.sinyi.com.tw//buy/house/6615SH?breadcrumb=list,輕暖宅宜首購兩房平車大城迎好事,台中市北屯區敦富路,大樓,1.4年,建坪 37.93,主 + 陽17.78,6樓/15樓,2房2廳1衛,有裝潢前後陽台有陽台有 2232 人也在關注這間👀,"1,498萬","1,398","1,498萬1,398萬",坡道平面車位,,
2025_11_24 10_04_37,16,https://www.sinyi.com.tw//buy/house/9861BJ?breadcrumb=list,時代英倫大廈雙平面車位時代英倫大廈,台中市北屯區崇德路三段,大樓,7.1年,建坪 70.38,主 + 陽29.07,6樓/14樓,2房2廳2衛,有裝潢有景觀前後陽台有 302 人也在關注這間👀,"3,588萬","2,850","3,588萬2,850萬",兩個以上車位,,
2025_11_24 10_04_37,16,https://www.sinyi.com.tw//buy/house/9111PK?breadcrumb=list,時光織錦朝南精裝戶時光織錦,台中市北區興進路,大樓,9.4年,建坪 72.85,主 + 陽42.77,23樓/28樓,4房2廳2衛,有裝潢前後陽台有陽台有 78 人也在關注這間👀,"3,980萬","3,980","3,980萬",坡道平面車位,,
2025_11_24 10_04_37,16,https://www.sinyi.com.tw//buy/house/5592JU?breadcrumb=list,長億陽光特區三房附車位長億城攬翠/陽光...,台中市南區工學路,大樓,30.0年,建坪 36.97,主 + 陽25.88,8樓/17樓,3房2廳2衛,警衛管理具垃圾處理花園有 239 人也在關注這間👀,"1,180萬","1,050","1,180萬1,050萬",坡道機械車位,,
2025_11_24 10_04_37,16,https://www.sinyi.com.tw//buy/house/5310QG?breadcrumb=list,全新次頂樓視野三房雙平車溫莎花園,台中市南屯區龍德路一段,大樓,8.5年,建坪 69.28,主 + 陽33.73,11樓/12樓,3房2廳2衛,有景觀前後陽台有陽台有 154 人也在關注這間👀,"3,380萬","3,380","3,380萬",兩個以上車位,,
2025_11_24 10_04_37,16,https://www.sinyi.com.tw//buy/house/1578KC?breadcrumb=list,近捷運太子國寶四房雙車位太子國寶,台中市北屯區崇德路二段,大樓,21.1年,建坪 70.21,主 + 陽37.57,10樓/20樓,4房2廳2衛,有裝潢有景觀前後陽台有 113 人也在關注這間👀,"2,588萬","2,588","2,588萬",兩個以上車位,,
2025_11_24 10_04_37,16,https://www.sinyi.com.tw//buy/house/8534VH?breadcrumb=list,青安首購視野兩房車位美宅大銪臻品,台中市北區三民路三段,大樓,23.7年,建坪 26.19,主 + 陽15.63,9樓/14樓,2房2廳1衛,有裝潢有景觀有陽台有 919 人也在關注這間👀,998萬,958,998萬958萬,坡道機械車位,,
2025_11_24 10_04_37,16,https://www.sinyi.com.tw//buy/house/8355PD?breadcrumb=list,近精科三房平車位採光美屋陽光之邑,台中市南屯區文山九街,大樓,30.4年,建坪 43.2,主 + 陽27.22,8樓/12樓,3房2廳2衛,有裝潢有景觀前後陽台有 48 人也在關注這間👀,"1,258萬","1,258","1,258萬",坡道平面車位,,
2025_11_24 10_04_37,16,https://www.sinyi.com.tw//buy/house/8479MT?breadcrumb=list,興大康橋｜景觀裝潢美兩房佳晟興大康橋,台中市大里區祥興路,大樓,5.0年,建坪 36.63,主 + 陽18.34,5樓/15樓,2房2廳1衛,有裝潢有景觀有陽台有 177 人也在關注這間👀,"1,688萬","1,688","1,688萬",坡道平面車位,,
2025_11_24 10_04_37,16,https://www.sinyi.com.tw//buy/house/2117TV?breadcrumb=list,震後太子龍高樓三房附車位太子龍,台中市南屯區河南路四段,大樓,21.0年,建坪 44.74,主 + 陽28.31,9樓/14樓,3房2廳2衛,有景觀有陽台房間皆有窗有 232 人也在關注這間👀,"1,998萬","1,968","1,998萬1,968萬",坡道機械車位,,
2025_11_24 10_04_37,16,https://www.sinyi.com.tw//buy/house/8732PX?breadcrumb=list,銓璟大境高樓視野四房雙車銓璟大境,台中市南屯區三厝街,大樓,11.1年,建坪 96.32,主 + 陽44.03,18樓/23樓,4房2廳2衛,有裝潢有景觀前後陽台有 839 人也在關注這間👀,"3,850萬","3,850","3,850萬",兩個以上車位,,
2025_11_24 10_04_37,16,https://www.sinyi.com.tw//buy/house/6395JD?breadcrumb=list,達麗居山裝潢美宅附平車達麗居山,台中市北屯區敦富路,大樓,3.9年,建坪 30.61,主 + 陽15.55,4樓/15樓,1房2廳1衛,有裝潢有陽台房間皆有窗有 200 人也在關注這間👀,"1,380萬","1,298","1,380萬1,298萬",坡道平面車位,,
2025_11_24 10_04_37,16,https://www.sinyi.com.tw//buy/house/2077QU?breadcrumb=list,大城仰雲一房車位大城仰雲,台中市西屯區福誠路,大樓,5.3年,建坪 23.08,主 + 陽12.14,4樓/12樓,1房1廳1衛,有裝潢有景觀有陽台有 213 人也在關注這間👀,"1,250萬","1,250","1,250萬",坡道機械車位,,
2025_11_24 10_04_50,17,https://www.sinyi.com.tw//buy/house/2241YF?breadcrumb=list,國安國宅兩房稀有釋出!國安國宅乙區,台中市西屯區國祥街,大樓,29.5年,建坪 35.23,主 + 陽19.99,4樓/12樓,2房2廳1衛,有裝潢有景觀前後陽台有 142 人也在關注這間👀,836萬,836,836萬,,,
2025_11_24 10_04_50,17,https://www.sinyi.com.tw//buy/house/5105RC?breadcrumb=list,ＭＹ勝美２房附２平面車位MY勝美,台中市西屯區青海路二段,大樓,5.4年,建坪 46.34,主 + 陽18.73,10樓/15樓,2房2廳1衛,有裝潢有景觀前後陽台有 248 人也在關注這間👀,"2,100萬","2,100","2,100萬",兩個以上車位,,
